,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
2022-10-15,2394.0,829.0,2823.0,1332.0,37791.0,2374.0,1943.0,281.0,11341.0,3952.0,1263.0,723.0,7300.0,3490.0,1498.0,1028.0,1190.0,1723.0,435.0,1845.0,3951.0,6484.0,2552.0,1104.0,4663.0,646.0,489.0,1657.0,283.0,6282.0,699.0,12048.0,2797.0,190.0,5967.0,1013.0,2998.0,7087.0,500.0,2239.0,147.0,2630.0,12924.0,1334.0,226.0,377.0,4482.0,671.0,3031.0,379.0
2022-10-22,2376.0,961.0,2899.0,1775.0,38081.0,2685.0,2125.0,304.0,9337.0,5253.0,1223.0,814.0,8316.0,3454.0,1350.0,1487.0,2183.0,1581.0,493.0,1913.0,4531.0,5680.0,2874.0,921.0,2450.0,786.0,575.0,2123.0,334.0,7382.0,738.0,13774.0,3212.0,180.0,6426.0,1275.0,3100.0,8166.0,529.0,2188.0,127.0,2002.0,12991.0,1303.0,243.0,614.0,4186.0,777.0,3164.0,427.0
2022-10-29,2165.0,1034.0,2816.0,1258.0,40070.0,2473.0,2120.0,266.0,7803.0,5302.0,1041.0,972.0,8773.0,3757.0,1477.0,1278.0,1176.0,1680.0,621.0,1967.0,4675.0,5753.0,3330.0,874.0,2355.0,1057.0,633.0,1931.0,302.0,7581.0,747.0,13584.0,2553.0,232.0,6441.0,1142.0,4641.0,8340.0,807.0,1717.0,197.0,1729.0,13057.0,1386.0,303.0,766.0,4879.0,668.0,3322.0,438.0
2022-11-05,2407.0,1141.0,3082.0,1371.0,43483.0,2748.0,2123.0,379.0,7412.0,5720.0,1093.0,1268.0,9818.0,4985.0,1496.0,1406.0,4629.0,1796.0,776.0,2198.0,5416.0,6649.0,4126.0,932.0,2544.0,1340.0,599.0,2313.0,280.0,7091.0,831.0,13976.0,2633.0,278.0,7481.0,1094.0,3365.0,9146.0,797.0,1946.0,209.0,2016.0,15472.0,1671.0,404.0,757.0,5914.0,804.0,3794.0,528.0
2022-11-12,1770.0,1020.0,2390.0,1599.0,43267.0,2719.0,1956.0,304.0,6110.0,3994.0,961.0,1654.0,9584.0,3849.0,1422.0,1204.0,1299.0,1549.0,647.0,1709.0,5284.0,6310.0,6097.0,985.0,2486.0,2258.0,600.0,2467.0,319.0,8111.0,821.0,14297.0,3774.0,348.0,7668.0,931.0,3843.0,9753.0,505.0,1976.0,229.0,2037.0,14381.0,1733.0,280.0,601.0,5911.0,651.0,4234.0,483.0
2022-11-19,2849.0,1146.0,3383.0,1468.0,47690.0,3404.0,2827.0,464.0,6534.0,7711.0,1154.0,1769.0,16170.0,4234.0,3971.0,1597.0,1675.0,2173.0,837.0,2147.0,5860.0,9341.0,8993.0,1329.0,3567.0,1940.0,894.0,2656.0,390.0,8863.0,916.0,16505.0,3641.0,874.0,10078.0,1378.0,5629.0,11982.0,1027.0,2452.0,522.0,2331.0,15862.0,1864.0,448.0,925.0,6733.0,1040.0,5355.0,617.0
2022-11-26,2032.0,795.0,2136.0,1191.0,36495.0,2202.0,3644.0,465.0,4109.0,3079.0,794.0,1862.0,11202.0,3702.0,2073.0,979.0,1496.0,1444.0,772.0,1844.0,5990.0,7425.0,6820.0,1379.0,2556.0,1222.0,611.0,2195.0,329.0,7532.0,726.0,15189.0,2437.0,646.0,10656.0,1123.0,4506.0,11640.0,969.0,1361.0,257.0,2609.0,11251.0,1354.0,497.0,488.0,5777.0,779.0,6897.0,341.0
2022-12-03,3268.0,1065.0,2941.0,1786.0,51801.0,3391.0,3505.0,612.0,6393.0,10885.0,1320.0,2424.0,16285.0,6168.0,3630.0,1570.0,1846.0,2205.0,1091.0,2397.0,7491.0,9300.0,8141.0,1617.0,3784.0,1536.0,878.0,2709.0,431.0,9921.0,855.0,23966.0,4029.0,795.0,13090.0,1321.0,5947.0,14873.0,1014.0,2802.0,457.0,2682.0,19890.0,2256.0,595.0,1211.0,8560.0,1774.0,8412.0,613.0
2022-12-10,2608.0,964.0,2968.0,1807.0,46971.0,3027.0,3976.0,345.0,6035.0,6612.0,1090.0,2096.0,16423.0,4633.0,3576.0,1037.0,1999.0,2047.0,968.0,2220.0,7450.0,9247.0,6510.0,1159.0,3090.0,1309.0,879.0,2866.0,368.0,8935.0,788.0,16832.0,3691.0,743.0,13094.0,1274.0,4584.0,12204.0,1076.0,2410.0,470.0,2367.0,15936.0,2280.0,438.0,1346.0,6851.0,1780.0,6129.0,485.0
2022-12-17,2706.0,874.0,2786.0,1363.0,44703.0,3096.0,4293.0,330.0,5669.0,5852.0,985.0,2091.0,15797.0,4545.0,3946.0,1458.0,2391.0,2078.0,844.0,2304.0,8955.0,9316.0,6163.0,1301.0,4130.0,1413.0,1113.0,3066.0,462.0,10193.0,799.0,16517.0,3598.0,938.0,11288.0,1486.0,4712.0,12664.0,1598.0,2460.0,333.0,2746.0,14995.0,2236.0,479.0,1457.0,6147.0,1143.0,6230.0,587.0
2022-12-24,2778.0,896.0,2424.0,974.0,41460.0,2643.0,5927.0,529.0,4579.0,4284.0,1176.0,2316.0,16686.0,5591.0,5452.0,2099.0,6552.0,1823.0,982.0,2724.0,9700.0,10186.0,6967.0,1073.0,9104.0,1566.0,1442.0,2673.0,370.0,10979.0,1101.0,18596.0,2710.0,953.0,13314.0,1445.0,6369.0,14390.0,1828.0,2566.0,533.0,3586.0,13540.0,1669.0,775.0,1189.0,8344.0,974.0,7442.0,618.0
2022-12-31,2626.0,718.0,2142.0,1327.0,42383.0,2555.0,7908.0,706.0,4238.0,6218.0,1400.0,2260.0,13247.0,6682.0,5044.0,1433.0,2744.0,1539.0,1199.0,3263.0,12370.0,13508.0,6087.0,1161.0,6222.0,1164.0,1312.0,2275.0,882.0,15493.0,704.0,21765.0,2507.0,576.0,13800.0,1214.0,7208.0,16791.0,2385.0,3279.0,327.0,3263.0,10288.0,1561.0,928.0,1361.0,8368.0,1074.0,8585.0,450.0
2023-01-07,3351.0,1000.0,3371.0,1344.0,59830.0,3990.0,5706.0,520.0,7447.0,14712.0,1652.0,1769.0,13370.0,6934.0,3153.0,1321.0,2883.0,2124.0,1309.0,2507.0,10785.0,15300.0,6336.0,1186.0,6209.0,1451.0,1102.0,3331.0,571.0,13957.0,910.0,39050.0,4138.0,989.0,14058.0,1733.0,5683.0,17097.0,1873.0,5284.0,397.0,5466.0,20466.0,2465.0,555.0,1958.0,7053.0,1579.0,10656.0,635.0
2023-01-14,2823.0,1028.0,3432.0,1742.0,63697.0,3709.0,4455.0,551.0,7121.0,9889.0,1285.0,2064.0,12133.0,5469.0,2522.0,1268.0,5442.0,2313.0,1015.0,2953.0,8815.0,9796.0,5147.0,1129.0,4379.0,1009.0,932.0,2950.0,480.0,11393.0,967.0,21642.0,4048.0,645.0,13460.0,1482.0,5726.0,14378.0,2113.0,3059.0,341.0,3194.0,17945.0,2245.0,540.0,2656.0,5524.0,1606.0,6601.0,506.0
2023-01-21,2356.0,871.0,3126.0,2161.0,48115.0,3203.0,3053.0,347.0,5557.0,5968.0,889.0,1560.0,9473.0,4216.0,1829.0,1071.0,5210.0,1778.0,723.0,1989.0,6963.0,7510.0,4024.0,905.0,3603.0,812.0,717.0,2354.0,366.0,9425.0,742.0,16685.0,3582.0,439.0,9064.0,1215.0,4597.0,11678.0,1197.0,2258.0,206.0,2539.0,15487.0,1909.0,394.0,1948.0,5456.0,1000.0,5324.0,422.0
2023-01-28,2396.0,852.0,3096.0,1593.0,45564.0,3419.0,2811.0,348.0,5866.0,8038.0,1015.0,1467.0,9771.0,4225.0,1981.0,1447.0,1808.0,1840.0,626.0,1907.0,6963.0,7151.0,4188.0,1073.0,3506.0,984.0,748.0,2322.0,435.0,10059.0,745.0,17634.0,3654.0,437.0,7959.0,1276.0,5398.0,12088.0,1090.0,2358.0,222.0,2630.0,15806.0,2259.0,415.0,1920.0,5502.0,803.0,5893.0,442.0
2023-02-04,2488.0,884.0,3352.0,961.0,52384.0,3114.0,3005.0,379.0,6434.0,6575.0,1074.0,1461.0,11304.0,4500.0,2515.0,2058.0,1940.0,1929.0,719.0,1962.0,6727.0,7477.0,4300.0,918.0,3853.0,950.0,800.0,2333.0,404.0,8996.0,735.0,17210.0,3713.0,410.0,11487.0,1198.0,4706.0,11593.0,1252.0,2135.0,225.0,2472.0,14947.0,2216.0,373.0,1829.0,5339.0,1070.0,5906.0,450.0
2023-02-11,2230.0,825.0,3357.0,1355.0,48087.0,2701.0,3458.0,323.0,5887.0,6510.0,1091.0,1365.0,9348.0,4149.0,1792.0,1073.0,1759.0,1766.0,718.0,1825.0,7470.0,8827.0,4983.0,888.0,3134.0,732.0,750.0,2289.0,424.0,8504.0,711.0,16566.0,3328.0,300.0,13342.0,1356.0,4781.0,8999.0,885.0,2093.0,214.0,2622.0,15649.0,2013.0,333.0,1815.0,5586.0,909.0,6223.0,439.0
2023-02-18,2033.0,778.0,2990.0,1508.0,43381.0,2525.0,3156.0,310.0,5353.0,5290.0,1023.0,1148.0,9049.0,3329.0,1626.0,1618.0,7858.0,1576.0,636.0,1718.0,6834.0,6306.0,3504.0,844.0,2476.0,665.0,550.0,2265.0,355.0,7550.0,631.0,14461.0,3184.0,287.0,12799.0,1727.0,4247.0,9495.0,1162.0,1784.0,202.0,2128.0,14540.0,1604.0,322.0,1597.0,5067.0,805.0,4803.0,355.0
2023-02-25,1631.0,693.0,2790.0,2127.0,40537.0,2502.0,3018.0,248.0,5293.0,5072.0,1132.0,1118.0,9376.0,3231.0,1720.0,1179.0,1694.0,1374.0,659.0,1689.0,2530.0,5286.0,3436.0,734.0,2344.0,896.0,597.0,2136.0,491.0,7711.0,594.0,13878.0,2890.0,283.0,11525.0,1139.0,4406.0,9092.0,2372.0,1690.0,150.0,2071.0,13114.0,1460.0,436.0,1385.0,4940.0,717.0,5040.0,407.0
2023-03-04,2207.0,673.0,3121.0,1816.0,50455.0,2677.0,3778.0,536.0,4865.0,5372.0,1427.0,1121.0,8623.0,3572.0,1680.0,964.0,4483.0,1631.0,766.0,1954.0,1446.0,5342.0,4461.0,810.0,2394.0,765.0,632.0,2478.0,744.0,8313.0,677.0,30122.0,3578.0,249.0,12734.0,839.0,5682.0,9519.0,685.0,1815.0,267.0,2339.0,14183.0,1618.0,574.0,1886.0,5953.0,734.0,5446.0,393.0
2023-03-11,2238.0,725.0,2942.0,1347.0,47643.0,2507.0,3286.0,292.0,5461.0,4410.0,1137.0,1135.0,9236.0,4272.0,1671.0,1000.0,4531.0,1715.0,782.0,1865.0,2633.0,5375.0,3419.0,913.0,2579.0,550.0,613.0,2241.0,409.0,8074.0,659.0,14686.0,3471.0,288.0,15135.0,1311.0,4549.0,9405.0,770.0,1900.0,213.0,2280.0,14514.0,1481.0,288.0,1700.0,5133.0,659.0,4745.0,341.0
2023-03-18,2135.0,741.0,3007.0,1325.0,44830.0,2395.0,3321.0,256.0,5078.0,5037.0,1031.0,1162.0,8151.0,3838.0,2061.0,1113.0,4638.0,1639.0,636.0,1866.0,2363.0,4731.0,3393.0,1642.0,3018.0,549.0,572.0,2089.0,379.0,7396.0,770.0,13630.0,3386.0,243.0,14824.0,1313.0,4211.0,8767.0,846.0,2126.0,168.0,2793.0,13954.0,1546.0,352.0,1623.0,4815.0,649.0,4667.0,373.0
