,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
2020-02-29,1575.0,874.0,3086.0,1418.0,41678.0,1681.0,2843.0,524.0,4853.0,5538.0,1049.0,998.0,8980.0,2276.0,2240.0,1517.0,2223.0,1509.0,862.0,2626.0,4865.0,5419.0,3410.0,744.0,2732.0,695.0,522.0,2324.0,894.0,7773.0,681.0,31208.0,1767.0,363.0,9916.0,1458.0,3936.0,12045.0,874.0,1977.0,159.0,2014.0,12692.0,885.0,863.0,3267.0,5770.0,1108.0,5658.0,471.0
2020-03-07,1663.0,815.0,3357.0,1843.0,43385.0,1865.0,2527.0,518.0,5325.0,4569.0,1275.0,938.0,8727.0,2223.0,2221.0,1365.0,2463.0,1698.0,715.0,2675.0,4712.0,5150.0,3488.0,879.0,2994.0,714.0,530.0,2309.0,495.0,7996.0,690.0,14035.0,2575.0,423.0,6545.0,1569.0,4154.0,12227.0,700.0,1889.0,185.0,2032.0,14355.0,1015.0,446.0,2527.0,6616.0,1033.0,5052.0,534.0
2020-03-14,1819.0,1120.0,3844.0,1382.0,57606.0,2321.0,3440.0,472.0,6463.0,5445.0,1589.0,1031.0,11305.0,2596.0,2229.0,1755.0,2785.0,2255.0,634.0,3864.0,7449.0,5338.0,4010.0,1147.0,4016.0,817.0,819.0,6356.0,642.0,9467.0,869.0,14272.0,3533.0,415.0,7046.0,1836.0,4269.0,15439.0,1108.0,2093.0,190.0,2702.0,16176.0,1305.0,659.0,2706.0,14240.0,865.0,5190.0,517.0
2020-03-21,10892.0,7847.0,29348.0,9275.0,186333.0,19774.0,25100.0,10776.0,74313.0,12140.0,8817.0,13586.0,126716.0,59755.0,40952.0,19356.0,49023.0,72438.0,21459.0,42982.0,148452.0,128006.0,115773.0,5519.0,42246.0,15349.0,15861.0,92298.0,29379.0,115815.0,18105.0,79999.0,94083.0,5662.0,196309.0,21926.0,30054.0,363000.0,35847.0,31826.0,1761.0,38077.0,155426.0,19690.0,3784.0,46277.0,129909.0,3536.0,51031.0,3653.0
2020-03-28,80984.0,13774.0,88940.0,27756.0,1058325.0,61838.0,33227.0,19137.0,228484.0,133820.0,48596.0,32941.0,185575.0,139174.0,55966.0,43703.0,113149.0,97400.0,23770.0,85377.0,181423.0,304335.0,109095.0,32015.0,104291.0,20763.0,25033.0,71942.0,31378.0,206253.0,27849.0,366595.0,172145.0,11818.0,274288.0,47744.0,47498.0,374056.0,27800.0,66475.0,6801.0,92500.0,276185.0,28532.0,14633.0,112497.0,182849.0,14523.0,110934.0,6396.0
2020-04-04,106739.0,14590.0,132428.0,62086.0,918814.0,46326.0,33464.0,18851.0,169885.0,390132.0,53102.0,30904.0,202157.0,127010.0,64194.0,36497.0,117575.0,100621.0,30910.0,109653.0,139647.0,388554.0,110260.0,45852.0,91458.0,21244.0,27333.0,79285.0,39202.0,214836.0,26132.0,344451.0,137422.0,15125.0,226191.0,60534.0,62788.0,239077.0,28243.0,86573.0,8138.0,112186.0,315167.0,33040.0,16474.0,147369.0,171252.0,14494.0,104823.0,6543.0
2020-04-11,77515.0,12007.0,98531.0,35629.0,655472.0,104572.0,34050.0,13258.0,180419.0,319581.0,34717.0,18531.0,140787.0,113755.0,43889.0,24871.0,116277.0,79653.0,13488.0,63235.0,103813.0,222207.0,93133.0,45748.0,102126.0,14275.0,16531.0,58641.0,25273.0,141420.0,19043.0,394701.0,140155.0,9502.0,159317.0,54481.0,54581.0,172733.0,22509.0,89147.0,6359.0,71887.0,274257.0,24515.0,9662.0,104619.0,144455.0,14944.0,70000.0,5794.0
2020-04-18,66432.0,12201.0,72457.0,25404.0,528360.0,67639.0,102808.0,9446.0,506670.0,247003.0,26591.0,13023.0,118996.0,72756.0,26901.0,24330.0,103981.0,91923.0,11769.0,48570.0,80969.0,136707.0,74829.0,36913.0,59602.0,11176.0,12404.0,39496.0,20414.0,140139.0,13621.0,205184.0,106266.0,8065.0,109830.0,46696.0,37209.0,124633.0,18078.0,74362.0,5295.0,67226.0,280761.0,19649.0,6598.0,82729.0,83475.0,46755.0,55883.0,4381.0
2020-04-25,74966.0,10313.0,52581.0,17671.0,325343.0,38662.0,33041.0,7947.0,433103.0,266565.0,22496.0,8827.0,101322.0,55774.0,27220.0,22726.0,91223.0,66141.0,7661.0,37995.0,71358.0,82004.0,48595.0,29906.0,55299.0,7052.0,6646.0,42541.0,15001.0,71966.0,12093.0,219413.0,98941.0,6274.0,93599.0,52500.0,49300.0,82414.0,13084.0,66438.0,5535.0,42805.0,254084.0,11738.0,5117.0,72488.0,139505.0,29818.0,49993.0,3497.0
2020-05-02,28985.0,8718.0,43023.0,13448.0,316257.0,28360.0,36138.0,6297.0,174860.0,228352.0,15177.0,7495.0,74476.0,42290.0,23241.0,11916.0,69372.0,50941.0,6993.0,63305.0,55884.0,67399.0,41492.0,25745.0,52527.0,4596.0,5489.0,28550.0,12475.0,88326.0,13675.0,195110.0,85956.0,4044.0,61487.0,93885.0,48120.0,58240.0,9088.0,47673.0,3929.0,36323.0,243935.0,8992.0,3875.0,59631.0,102216.0,13227.0,37885.0,2854.0
2020-05-09,26666.0,7807.0,31570.0,13152.0,212667.0,22732.0,30046.0,5197.0,223082.0,242772.0,12329.0,5795.0,72671.0,29668.0,15820.0,10259.0,69372.0,40125.0,5579.0,45664.0,44915.0,55166.0,37669.0,23618.0,31145.0,3762.0,5619.0,21635.0,10016.0,69689.0,8024.0,199419.0,57354.0,2753.0,52253.0,39079.0,33936.0,50299.0,6245.0,33191.0,5269.0,28377.0,141553.0,7076.0,2913.0,52139.0,110831.0,6045.0,38710.0,3297.0
2020-05-16,25150.0,7741.0,31957.0,11427.0,244431.0,18054.0,25960.0,5554.0,225404.0,177731.0,10964.0,5800.0,72780.0,29436.0,12056.0,8246.0,47321.0,28545.0,4726.0,35346.0,38684.0,56715.0,28893.0,24242.0,28244.0,3660.0,5066.0,17837.0,8794.0,42365.0,7356.0,229524.0,46913.0,2619.0,46855.0,33440.0,23539.0,41673.0,3883.0,29899.0,3891.0,27990.0,134065.0,6228.0,2199.0,44699.0,140119.0,5026.0,31287.0,2303.0
2020-05-23,27919.0,8152.0,26868.0,10825.0,203262.0,15719.0,16603.0,4651.0,175411.0,165499.0,9140.0,4727.0,58263.0,25523.0,13723.0,9480.0,54023.0,23961.0,16667.0,34048.0,38332.0,64574.0,27211.0,23856.0,27436.0,3821.0,5025.0,15607.0,7266.0,34410.0,7058.0,189698.0,44202.0,2978.0,42575.0,43714.0,28452.0,55374.0,2937.0,25380.0,3471.0,25439.0,127717.0,5405.0,1552.0,39242.0,49436.0,4904.0,28967.0,2800.0
2020-05-30,21335.0,7452.0,22012.0,8481.0,228634.0,12519.0,14208.0,3052.0,207707.0,149163.0,7702.0,3646.0,46385.0,22914.0,6449.0,7966.0,43013.0,19334.0,11151.0,31967.0,27630.0,39290.0,21654.0,24014.0,20650.0,3054.0,4272.0,11337.0,6127.0,26752.0,6672.0,82326.0,37047.0,2315.0,35069.0,60376.0,20565.0,42266.0,2748.0,18910.0,1498.0,22255.0,106677.0,4948.0,1465.0,31379.0,31929.0,4685.0,24661.0,2421.0
2020-06-06,19949.0,7081.0,24367.0,9663.0,255836.0,13098.0,15366.0,3037.0,112161.0,135254.0,7338.0,3953.0,44606.0,22931.0,9488.0,6898.0,40733.0,21879.0,3117.0,41695.0,45142.0,27836.0,28311.0,21283.0,19907.0,3078.0,3973.0,10748.0,6303.0,23166.0,5290.0,94167.0,33865.0,2252.0,36151.0,77525.0,24508.0,45049.0,3518.0,23188.0,880.0,20908.0,89676.0,5382.0,1650.0,29231.0,30677.0,4413.0,25047.0,2013.0
2020-06-13,18367.0,6797.0,22419.0,9381.0,241424.0,10382.0,11852.0,2516.0,88148.0,131997.0,7248.0,3631.0,44694.0,24017.0,9069.0,7039.0,37650.0,23122.0,3013.0,23465.0,30411.0,21293.0,24696.0,18407.0,18912.0,3157.0,4119.0,10620.0,6431.0,26438.0,4536.0,95559.0,32188.0,2073.0,33133.0,84779.0,24645.0,44341.0,2641.0,19853.0,1065.0,19413.0,94723.0,4803.0,1859.0,27186.0,30217.0,4327.0,25543.0,1539.0
2020-06-20,18671.0,6757.0,25886.0,9669.0,284494.0,10013.0,10411.0,2797.0,95683.0,125725.0,7178.0,4285.0,46276.0,29331.0,8208.0,8174.0,24846.0,19524.0,2911.0,32583.0,30005.0,19641.0,20487.0,15230.0,17358.0,2997.0,3455.0,10347.0,5413.0,33027.0,4236.0,89299.0,29199.0,1821.0,34915.0,58613.0,16274.0,42577.0,4014.0,17611.0,910.0,20506.0,89547.0,4915.0,1389.0,25293.0,30793.0,3756.0,25428.0,1402.0
2020-06-27,18338.0,6467.0,26328.0,10395.0,277362.0,8646.0,10133.0,2771.0,84370.0,117485.0,8193.0,5417.0,45752.0,44827.0,7732.0,10411.0,30640.0,21976.0,3119.0,22628.0,29699.0,38309.0,19373.0,13673.0,20008.0,2695.0,3278.0,11110.0,5163.0,27992.0,4435.0,90083.0,29580.0,1511.0,35904.0,18405.0,11195.0,45261.0,3229.0,17654.0,644.0,21544.0,96593.0,4965.0,2163.0,31955.0,33266.0,3532.0,24925.0,1418.0
2020-07-04,19056.0,6124.0,25774.0,10832.0,264791.0,7928.0,12267.0,2791.0,66941.0,105160.0,7648.0,4924.0,39015.0,22102.0,9957.0,7883.0,23282.0,31417.0,2939.0,33230.0,27051.0,34602.0,19362.0,11266.0,17685.0,2788.0,4940.0,12484.0,5776.0,47402.0,4935.0,94108.0,27937.0,1720.0,33826.0,9423.0,10343.0,44086.0,3436.0,16015.0,835.0,24920.0,117099.0,4802.0,1876.0,31825.0,29506.0,3330.0,27385.0,1338.0
2020-07-11,20563.0,9572.0,28695.0,14155.0,284914.0,10554.0,9955.0,3167.0,132831.0,138452.0,7668.0,5458.0,38261.0,28360.0,10653.0,13384.0,24544.0,26351.0,4696.0,19516.0,24131.0,27720.0,21637.0,12223.0,16883.0,2990.0,6994.0,14666.0,2930.0,38825.0,5758.0,91898.0,28108.0,1532.0,35743.0,9680.0,11713.0,44798.0,3133.0,19272.0,1216.0,22060.0,105516.0,4792.0,1830.0,32292.0,45622.0,4070.0,29051.0,1485.0
2020-07-18,23676.0,6606.0,21441.0,15932.0,289594.0,8531.0,11667.0,2720.0,108976.0,122313.0,7581.0,5687.0,36435.0,17911.0,8807.0,6285.0,24488.0,32079.0,2276.0,17242.0,18638.0,24596.0,17706.0,12094.0,12332.0,2735.0,2997.0,15548.0,3519.0,25932.0,6881.0,88402.0,29204.0,1915.0,30308.0,9879.0,10152.0,37986.0,3258.0,14307.0,772.0,25773.0,87908.0,4483.0,1637.0,37946.0,33361.0,3758.0,25129.0,2664.0
2020-07-25,17437.0,6069.0,19063.0,15257.0,244653.0,8037.0,11181.0,2563.0,91462.0,84984.0,5885.0,4703.0,33230.0,20129.0,6970.0,6313.0,21041.0,18511.0,2014.0,13038.0,19646.0,23219.0,15311.0,9169.0,14938.0,2388.0,2340.0,18390.0,3276.0,28073.0,6402.0,85294.0,26995.0,1203.0,28022.0,8927.0,9417.0,35808.0,3635.0,12195.0,808.0,20091.0,76804.0,3709.0,1519.0,42966.0,30653.0,3123.0,23026.0,1600.0
2020-08-01,11690.0,5195.0,15561.0,12750.0,222043.0,7167.0,10537.0,2133.0,78286.0,73931.0,5049.0,3607.0,25274.0,12551.0,6314.0,4933.0,21020.0,13402.0,1722.0,10835.0,15637.0,19842.0,12315.0,6777.0,10900.0,1875.0,1974.0,13727.0,2651.0,16584.0,5117.0,74187.0,16503.0,979.0,26045.0,6609.0,7275.0,29371.0,3722.0,8909.0,775.0,12208.0,62709.0,3098.0,1260.0,23918.0,26486.0,2506.0,19196.0,1130.0
2020-08-08,9467.0,4619.0,11655.0,5908.0,202509.0,6231.0,7431.0,1760.0,61584.0,62335.0,5296.0,3250.0,22934.0,10624.0,4888.0,4756.0,17465.0,11131.0,1734.0,8892.0,14729.0,18997.0,9087.0,5452.0,9015.0,1642.0,1739.0,17755.0,2724.0,13837.0,4359.0,52794.0,14328.0,776.0,21074.0,5687.0,6505.0,27094.0,3324.0,5896.0,973.0,10620.0,52304.0,2881.0,904.0,13265.0,22991.0,1981.0,14257.0,1115.0
2020-08-15,11047.0,4731.0,12775.0,6351.0,190354.0,6971.0,9432.0,1927.0,72774.0,58099.0,5493.0,3644.0,22406.0,11569.0,5997.0,5022.0,18266.0,14365.0,1332.0,9053.0,17184.0,20188.0,12081.0,6496.0,10654.0,1960.0,2278.0,10938.0,2832.0,25417.0,4175.0,62698.0,17388.0,855.0,21747.0,6561.0,5233.0,25584.0,2683.0,7231.0,784.0,14413.0,61400.0,2983.0,723.0,15151.0,24005.0,2414.0,14834.0,861.0
2020-08-22,8676.0,4344.0,12487.0,5660.0,196916.0,6483.0,6269.0,1678.0,51647.0,56768.0,5775.0,3794.0,26262.0,10597.0,6384.0,4886.0,16321.0,12529.0,1120.0,7644.0,17594.0,19997.0,10817.0,4496.0,9283.0,2320.0,1907.0,8858.0,2578.0,20182.0,3725.0,62683.0,13680.0,720.0,19090.0,6064.0,5152.0,27510.0,3186.0,5496.0,802.0,11588.0,52152.0,2980.0,686.0,11436.0,21404.0,2082.0,13879.0,963.0
2020-08-29,8511.0,4057.0,11705.0,5337.0,219563.0,5863.0,5404.0,1577.0,45590.0,51283.0,6748.0,3686.0,26194.0,10779.0,5914.0,5734.0,16504.0,16191.0,1248.0,7271.0,18568.0,18838.0,10295.0,4465.0,10509.0,2532.0,1636.0,8032.0,2501.0,20348.0,3410.0,63366.0,13297.0,804.0,18778.0,6019.0,5114.0,24883.0,3680.0,5000.0,630.0,12876.0,56673.0,2587.0,749.0,10305.0,22286.0,2026.0,12457.0,957.0
2020-09-05,8901.0,3817.0,11343.0,5624.0,243404.0,6031.0,4741.0,1629.0,40256.0,50320.0,7464.0,3804.0,25478.0,11255.0,5252.0,5445.0,9285.0,24566.0,1150.0,7190.0,18656.0,17844.0,11038.0,4363.0,10891.0,2911.0,1662.0,7951.0,2482.0,22750.0,3357.0,64734.0,14147.0,947.0,18084.0,6602.0,5228.0,22626.0,3251.0,5085.0,585.0,12310.0,65291.0,2593.0,731.0,11135.0,24459.0,2113.0,12238.0,793.0
2020-09-12,8848.0,3593.0,10015.0,4585.0,226004.0,5171.0,5175.0,1598.0,37265.0,42085.0,7307.0,3672.0,27384.0,13245.0,4652.0,5248.0,8672.0,16182.0,1435.0,7858.0,18388.0,19571.0,11181.0,4535.0,8936.0,2985.0,1650.0,8332.0,2276.0,19642.0,3048.0,61897.0,13437.0,719.0,16375.0,5596.0,4804.0,21747.0,3026.0,4261.0,376.0,11316.0,49386.0,2283.0,612.0,10100.0,21168.0,1881.0,11709.0,697.0
2020-09-19,8679.0,3631.0,9065.0,5778.0,226179.0,5115.0,5141.0,1775.0,39028.0,49421.0,6757.0,3437.0,25976.0,11702.0,6117.0,6494.0,8413.0,14842.0,1431.0,5661.0,23574.0,17402.0,10901.0,5180.0,8153.0,3221.0,1681.0,8198.0,2118.0,24680.0,3314.0,69790.0,13406.0,792.0,17601.0,5434.0,8055.0,22762.0,2830.0,4906.0,551.0,11793.0,48426.0,2545.0,644.0,10582.0,23105.0,2224.0,12178.0,746.0
2020-09-26,8805.0,3600.0,8208.0,6137.0,171220.0,4862.0,5015.0,1815.0,32373.0,43526.0,5682.0,2995.0,29390.0,10209.0,4616.0,6651.0,7520.0,16296.0,1584.0,9280.0,25460.0,19760.0,9339.0,4653.0,7353.0,3253.0,1480.0,7525.0,2193.0,27184.0,3067.0,64678.0,12627.0,856.0,17969.0,5258.0,5738.0,22955.0,3098.0,4905.0,267.0,10311.0,41351.0,2460.0,601.0,9377.0,21002.0,1903.0,11185.0,801.0
2020-10-03,7732.0,3719.0,7966.0,5484.0,148213.0,5919.0,4617.0,1776.0,42306.0,44874.0,5083.0,2955.0,36267.0,10076.0,4288.0,7140.0,5687.0,13461.0,1702.0,10994.0,29481.0,17699.0,9697.0,4032.0,8945.0,3472.0,1665.0,7941.0,2083.0,23680.0,3314.0,64156.0,15534.0,841.0,18634.0,5780.0,4408.0,19844.0,2801.0,4908.0,444.0,10077.0,42338.0,2575.0,606.0,10843.0,18528.0,1958.0,11916.0,759.0
2020-10-10,8581.0,5708.0,7925.0,5719.0,176083.0,6406.0,4734.0,2010.0,47904.0,54166.0,4873.0,3519.0,47528.0,17916.0,4192.0,7926.0,5969.0,13577.0,1549.0,12347.0,39962.0,15084.0,9340.0,3657.0,10522.0,2893.0,1628.0,8964.0,2562.0,29031.0,3918.0,66385.0,13172.0,1045.0,20085.0,5531.0,4773.0,20251.0,3059.0,4667.0,443.0,10810.0,44692.0,2726.0,543.0,9110.0,25631.0,2138.0,14971.0,944.0
2020-10-17,7964.0,4608.0,7053.0,4318.0,159876.0,5759.0,4395.0,1715.0,40070.0,44892.0,5104.0,3293.0,46948.0,15421.0,4215.0,10500.0,5951.0,13039.0,1346.0,11609.0,45404.0,12640.0,9833.0,3609.0,8728.0,2469.0,1598.0,8734.0,2100.0,28809.0,3641.0,54890.0,12119.0,1043.0,17671.0,5277.0,4767.0,19223.0,2437.0,3890.0,485.0,10412.0,45308.0,2490.0,601.0,11365.0,19980.0,1940.0,13890.0,1375.0
2020-10-24,7126.0,4388.0,6813.0,4019.0,152176.0,6071.0,6016.0,1657.0,33542.0,43695.0,4906.0,3863.0,53138.0,13407.0,4351.0,10069.0,5325.0,9943.0,1479.0,10743.0,47887.0,18082.0,11681.0,3231.0,7802.0,3181.0,1548.0,9036.0,2028.0,27203.0,3818.0,51599.0,9903.0,1223.0,17587.0,5015.0,4529.0,19974.0,3127.0,3675.0,482.0,8113.0,35195.0,2371.0,706.0,12352.0,18025.0,2091.0,13540.0,1129.0
2020-10-31,7060.0,4451.0,6389.0,4014.0,152480.0,7138.0,4878.0,1578.0,31625.0,37253.0,4689.0,3919.0,73515.0,13413.0,4609.0,12407.0,9193.0,8419.0,1696.0,10875.0,39417.0,15015.0,12499.0,3619.0,8158.0,2955.0,1591.0,8158.0,2090.0,24703.0,4209.0,45716.0,8338.0,1265.0,21353.0,4953.0,4020.0,23742.0,3172.0,3260.0,856.0,7447.0,37601.0,2360.0,750.0,10350.0,18863.0,2023.0,14874.0,981.0
2020-11-07,8764.0,4545.0,6410.0,3672.0,157773.0,7516.0,5126.0,1522.0,31403.0,23827.0,4245.0,5030.0,67381.0,14111.0,5217.0,10587.0,4363.0,10045.0,2264.0,11332.0,42800.0,15320.0,11820.0,3690.0,7635.0,2535.0,1626.0,7556.0,2171.0,20978.0,3848.0,43876.0,8291.0,1238.0,21935.0,4470.0,4445.0,23051.0,2437.0,3461.0,568.0,7727.0,33667.0,2600.0,805.0,9909.0,26546.0,1804.0,14334.0,1182.0
2020-11-14,9262.0,4605.0,6285.0,3484.0,158825.0,9205.0,5584.0,1508.0,24358.0,19626.0,4328.0,5060.0,46800.0,15422.0,5992.0,11751.0,8133.0,10045.0,1997.0,11396.0,52659.0,16656.0,15428.0,3364.0,8348.0,2813.0,1871.0,7243.0,1994.0,12988.0,5034.0,43391.0,7649.0,1577.0,25003.0,4618.0,5788.0,22756.0,2836.0,3286.0,513.0,6567.0,38883.0,3111.0,860.0,11088.0,17642.0,1938.0,15605.0,940.0
2020-11-21,11813.0,4531.0,7154.0,4276.0,168186.0,15266.0,6641.0,1869.0,26931.0,29088.0,4229.0,4732.0,65596.0,18829.0,8930.0,15864.0,10983.0,10045.0,2254.0,13803.0,30087.0,33941.0,22914.0,3879.0,10616.0,3895.0,2033.0,8121.0,2509.0,12205.0,12159.0,46821.0,8588.0,1765.0,30198.0,5834.0,9910.0,26983.0,3543.0,3361.0,746.0,7295.0,38915.0,3046.0,1479.0,12234.0,31141.0,2166.0,16720.0,1005.0
2020-11-28,7061.0,3834.0,5569.0,3663.0,130383.0,17171.0,5949.0,1533.0,23063.0,19183.0,3543.0,3991.0,74131.0,20575.0,5357.0,15411.0,9319.0,11780.0,1944.0,9290.0,24178.0,22965.0,24527.0,3373.0,8595.0,3633.0,1877.0,6442.0,2308.0,13546.0,8337.0,45863.0,6391.0,1613.0,27786.0,3541.0,15371.0,23878.0,3932.0,2567.0,436.0,6186.0,24792.0,2385.0,1255.0,8606.0,23260.0,1628.0,16138.0,610.0
2020-12-05,7656.0,4525.0,7362.0,4649.0,178724.0,19087.0,7796.0,2037.0,29142.0,33003.0,4272.0,5075.0,107616.0,23622.0,10112.0,21346.0,8168.0,9114.0,3005.0,10204.0,26573.0,23408.0,25177.0,5075.0,10569.0,4001.0,2464.0,8783.0,3413.0,17025.0,7959.0,62677.0,9950.0,1709.0,36373.0,6168.0,15753.0,40833.0,5261.0,4774.0,904.0,6856.0,47521.0,3305.0,2013.0,16654.0,25623.0,3059.0,21700.0,907.0
2020-12-12,7568.0,4507.0,6921.0,4049.0,204388.0,19897.0,8383.0,4392.0,26018.0,23702.0,4628.0,4083.0,138359.0,15702.0,6526.0,23519.0,7259.0,9289.0,3125.0,11486.0,25194.0,19465.0,16019.0,5090.0,9223.0,2782.0,2233.0,9027.0,3178.0,16368.0,5100.0,58153.0,9654.0,1586.0,38369.0,5297.0,10464.0,39258.0,5617.0,3581.0,926.0,7435.0,38645.0,3080.0,1434.0,14509.0,20523.0,3407.0,14662.0,934.0
2020-12-19,7543.0,4016.0,7032.0,3976.0,158661.0,18165.0,7588.0,1512.0,28609.0,26673.0,3974.0,3956.0,145054.0,12234.0,7271.0,20337.0,8459.0,7926.0,2980.0,13491.0,21979.0,19194.0,14297.0,4639.0,9736.0,2477.0,2509.0,7798.0,2837.0,17611.0,4802.0,41106.0,9368.0,1037.0,31160.0,5215.0,10261.0,47305.0,6769.0,3445.0,770.0,7386.0,34979.0,3014.0,1318.0,14640.0,18369.0,2503.0,14119.0,964.0
2020-12-26,5506.0,3923.0,6569.0,3663.0,168732.0,16702.0,8748.0,2386.0,26533.0,18960.0,3464.0,4226.0,110486.0,12013.0,7141.0,16607.0,12800.0,8246.0,2667.0,13629.0,23388.0,19818.0,16271.0,5205.0,13841.0,2537.0,2594.0,7209.0,3281.0,20462.0,3587.0,51424.0,8718.0,1240.0,28811.0,5031.0,11018.0,38279.0,5572.0,4317.0,655.0,10150.0,31448.0,2729.0,1097.0,11890.0,19901.0,2112.0,14294.0,832.0
2021-01-02,10986.0,2947.0,7992.0,4400.0,160989.0,25234.0,9310.0,2678.0,24697.0,31458.0,3984.0,4612.0,45387.0,14796.0,7855.0,22990.0,16941.0,25365.0,3940.0,11541.0,26370.0,30456.0,17482.0,6360.0,16663.0,3653.0,3630.0,8461.0,4932.0,20988.0,4081.0,56917.0,13331.0,1442.0,29726.0,6059.0,12810.0,38647.0,5612.0,8778.0,603.0,16931.0,45989.0,2975.0,1800.0,19530.0,30851.0,2428.0,19188.0,886.0
2021-01-09,14084.0,3900.0,12309.0,6371.0,182625.0,14238.0,10286.0,3682.0,30583.0,37039.0,5058.0,4685.0,94944.0,17724.0,7366.0,35921.0,11399.0,21624.0,3753.0,23084.0,31932.0,24654.0,17301.0,9872.0,16698.0,3094.0,5214.0,9511.0,3859.0,21836.0,11514.0,73121.0,15722.0,1946.0,37335.0,7017.0,12896.0,41424.0,7799.0,8048.0,985.0,21954.0,64721.0,3825.0,1830.0,28227.0,28278.0,3653.0,22580.0,1315.0
2021-01-16,11980.0,4902.0,12006.0,4774.0,117242.0,5794.0,10563.0,3000.0,39226.0,35912.0,4502.0,3714.0,95472.0,14255.0,6380.0,34918.0,11932.0,16340.0,3312.0,31019.0,27069.0,21830.0,13739.0,8167.0,12841.0,2292.0,3118.0,10474.0,4169.0,16769.0,6402.0,62185.0,14117.0,1901.0,43000.0,7144.0,10523.0,32921.0,10797.0,6319.0,750.0,19318.0,55551.0,3304.0,1853.0,21073.0,20401.0,3407.0,17015.0,1166.0
2021-01-23,11615.0,3975.0,13034.0,3901.0,58226.0,4475.0,10525.0,2572.0,62818.0,28016.0,3898.0,4289.0,95481.0,13354.0,5251.0,26426.0,7907.0,12004.0,2845.0,33469.0,22185.0,18446.0,11819.0,6849.0,10567.0,2183.0,3021.0,10105.0,3764.0,16845.0,4608.0,66250.0,13518.0,1266.0,50002.0,6254.0,8915.0,26580.0,11695.0,4813.0,580.0,13302.0,53848.0,2924.0,1459.0,18312.0,17328.0,2908.0,15471.0,1021.0
2021-01-30,12664.0,4190.0,15148.0,4807.0,109251.0,5098.0,10044.0,2584.0,69140.0,27215.0,3809.0,4859.0,40008.0,12539.0,5778.0,17967.0,11019.0,10376.0,2713.0,36355.0,20492.0,18601.0,11736.0,3742.0,11905.0,2266.0,2699.0,9821.0,3304.0,14689.0,4527.0,77390.0,13352.0,1304.0,47821.0,7667.0,9276.0,30424.0,16379.0,4453.0,611.0,11497.0,52577.0,3065.0,1276.0,18177.0,16765.0,2920.0,15639.0,979.0
2021-02-06,13464.0,3997.0,7670.0,4331.0,137939.0,6247.0,7243.0,2342.0,21710.0,32386.0,3624.0,6457.0,34259.0,13508.0,6120.0,5591.0,10712.0,9010.0,2172.0,19770.0,20500.0,19881.0,12247.0,7538.0,12213.0,2158.0,2473.0,9953.0,3594.0,16205.0,3709.0,59983.0,12694.0,1154.0,140488.0,7201.0,8847.0,31730.0,17724.0,6339.0,646.0,10761.0,47022.0,3268.0,1156.0,14203.0,16254.0,2722.0,15040.0,897.0
2021-02-13,12087.0,3468.0,3903.0,3147.0,139603.0,4950.0,6167.0,2066.0,21564.0,26532.0,3875.0,11221.0,62369.0,12287.0,5988.0,7335.0,12028.0,6458.0,2045.0,9935.0,17796.0,18318.0,12111.0,6362.0,13542.0,2108.0,2288.0,7378.0,2338.0,11575.0,3407.0,56931.0,9350.0,983.0,147051.0,6774.0,7684.0,28417.0,11595.0,4287.0,608.0,8596.0,35786.0,2770.0,999.0,14901.0,14158.0,2502.0,16250.0,999.0
2021-02-20,11395.0,3994.0,4108.0,1889.0,90465.0,5711.0,6752.0,1733.0,18630.0,25447.0,2846.0,6110.0,68383.0,9735.0,5192.0,4412.0,14139.0,6447.0,2198.0,8420.0,16318.0,14376.0,10809.0,9628.0,19166.0,1619.0,1973.0,7509.0,2933.0,10768.0,3143.0,47814.0,8474.0,858.0,101862.0,5981.0,7446.0,25051.0,8260.0,3525.0,496.0,12583.0,36401.0,2527.0,777.0,11944.0,14631.0,2795.0,16250.0,968.0
2021-02-27,11624.0,3781.0,4091.0,6064.0,88978.0,5694.0,5780.0,1806.0,19020.0,28387.0,2669.0,5013.0,68111.0,10081.0,4216.0,3560.0,13857.0,6981.0,1677.0,7879.0,14770.0,11497.0,8806.0,17952.0,9288.0,1433.0,1718.0,9208.0,2447.0,10385.0,3150.0,60130.0,7971.0,638.0,120506.0,7193.0,8165.0,24106.0,5787.0,3903.0,441.0,10778.0,56298.0,2222.0,1003.0,12155.0,13502.0,7793.0,13310.0,981.0
2021-03-06,13592.0,3340.0,4244.0,3806.0,106771.0,4447.0,4927.0,1727.0,19281.0,24974.0,2471.0,4198.0,57483.0,9237.0,5182.0,2564.0,9277.0,7100.0,1479.0,7704.0,16970.0,11393.0,8111.0,7403.0,7476.0,1463.0,1551.0,10548.0,2943.0,9857.0,2338.0,48224.0,8155.0,581.0,128192.0,7076.0,7115.0,20837.0,4826.0,5480.0,298.0,7999.0,49366.0,2442.0,990.0,13736.0,12234.0,7543.0,12216.0,859.0
