Date,Province_State,Initial_Claims
2021-11-06,PA,7329.0
2021-11-13,PA,9316.0
2021-11-20,PA,10530.0
2021-11-27,PA,9662.0
2021-12-04,PA,11891.0
2021-12-11,PA,12282.0
2021-12-18,PA,7907.0
2021-12-25,PA,10904.0
2022-01-01,PA,17240.0
2022-01-08,PA,19333.0
2022-01-15,PA,18757.0
2022-01-22,PA,10925.0
2022-01-29,PA,13476.0
2022-02-05,PA,11970.0
2022-02-12,PA,10280.0
2022-02-19,PA,9536.0
2022-02-26,PA,9207.0
2022-03-05,PA,7120.0
2022-03-12,PA,7363.0
2022-03-19,PA,7775.0
2022-03-26,PA,7098.0
2022-04-02,PA,8582.0
2022-04-09,PA,10197.0
2022-04-16,PA,9073.0
2022-04-23,PA,8939.0
2022-04-30,PA,8351.0
2022-05-07,PA,8135.0
2022-05-14,PA,10291.0
2022-05-21,PA,11113.0
2022-05-28,PA,6389.0
2022-06-04,PA,7475.0
2022-06-11,PA,10079.0
2022-06-18,PA,10298.0
2022-06-25,PA,8705.0
2022-07-02,PA,7779.0
2022-07-09,PA,9806.0
2022-07-16,PA,8483.0
2022-07-23,PA,7128.0
2022-07-30,PA,6731.0
2022-08-06,PA,7203.0
2022-08-13,PA,6593.0
2022-08-20,PA,6301.0
2022-08-27,PA,6354.0
2022-09-03,PA,7415.0
2022-09-10,PA,6060.0
2022-09-17,PA,6071.0
2022-09-24,PA,5854.0
2022-10-01,PA,6021.0
2022-10-08,PA,7910.0
2022-10-15,PA,7087.0
2022-10-22,PA,8166.0
2022-10-29,PA,8340.0
2022-11-05,PA,9146.0
2022-11-12,PA,9753.0
2022-11-19,PA,11982.0
2022-11-26,PA,11640.0
2022-12-03,PA,14873.0
2022-12-10,PA,12204.0
2022-12-17,PA,12664.0
2022-12-24,PA,14390.0
2022-12-31,PA,16791.0
2023-01-07,PA,17097.0
2023-01-14,PA,14378.0
2023-01-21,PA,11678.0
2023-01-28,PA,12088.0
2023-02-04,PA,11593.0
2023-02-11,PA,8999.0
2023-02-18,PA,9495.0
2023-02-25,PA,9092.0
2023-03-04,PA,9519.0
2023-03-11,PA,9405.0
2023-03-18,PA,8767.0
2020-02-29,RI,874.0
2020-03-07,RI,700.0
2020-03-14,RI,1108.0
2020-03-21,RI,35847.0
2020-03-28,RI,27800.0
2020-04-04,RI,28243.0
2020-04-11,RI,22509.0
2020-04-18,RI,18078.0
2020-04-25,RI,13084.0
2020-05-02,RI,9088.0
2020-05-09,RI,6245.0
2020-05-16,RI,3883.0
2020-05-23,RI,2937.0
2020-05-30,RI,2748.0
2020-06-06,RI,3518.0
2020-06-13,RI,2641.0
2020-06-20,RI,4014.0
2020-06-27,RI,3229.0
2020-07-04,RI,3436.0
2020-07-11,RI,3133.0
2020-07-18,RI,3258.0
2020-07-25,RI,3635.0
2020-08-01,RI,3722.0
2020-08-08,RI,3324.0
2020-08-15,RI,2683.0
2020-08-22,RI,3186.0
2020-08-29,RI,3680.0
2020-09-05,RI,3251.0
2020-09-12,RI,3026.0
2020-09-19,RI,2830.0
2020-09-26,RI,3098.0
2020-10-03,RI,2801.0
2020-10-10,RI,3059.0
2020-10-17,RI,2437.0
2020-10-24,RI,3127.0
2020-10-31,RI,3172.0
2020-11-07,RI,2437.0
2020-11-14,RI,2836.0
2020-11-21,RI,3543.0
2020-11-28,RI,3932.0
2020-12-05,RI,5261.0
2020-12-12,RI,5617.0
2020-12-19,RI,6769.0
2020-12-26,RI,5572.0
2021-01-02,RI,5612.0
2021-01-09,RI,7799.0
2021-01-16,RI,10797.0
2021-01-23,RI,11695.0
2021-01-30,RI,16379.0
2021-02-06,RI,17724.0
2021-02-13,RI,11595.0
2021-02-20,RI,8260.0
2021-02-27,RI,5787.0
2021-03-06,RI,4826.0
2021-03-13,RI,4227.0
2021-03-20,RI,3853.0
2021-03-27,RI,4536.0
2021-04-03,RI,5317.0
2021-04-10,RI,4973.0
2021-04-17,RI,5666.0
2021-04-24,RI,8041.0
2021-05-01,RI,7764.0
2021-05-08,RI,7521.0
2021-05-15,RI,8313.0
2021-05-22,RI,8957.0
2021-05-29,RI,9610.0
2021-06-05,RI,9046.0
2021-06-12,RI,9237.0
2021-06-19,RI,7551.0
2021-06-26,RI,8009.0
2021-07-03,RI,9065.0
2021-07-10,RI,4258.0
2021-07-17,RI,3971.0
2021-07-24,RI,2304.0
2021-07-31,RI,3589.0
2021-08-07,RI,3070.0
2021-08-14,RI,3062.0
2021-08-21,RI,1834.0
2021-08-28,RI,1891.0
2021-09-04,RI,2186.0
2021-09-11,RI,837.0
2021-09-18,RI,826.0
2021-09-25,RI,977.0
2021-10-02,RI,975.0
2021-10-09,RI,1244.0
2021-10-16,RI,802.0
2021-10-23,RI,946.0
2021-10-30,RI,1114.0
2021-11-06,RI,865.0
2021-11-13,RI,549.0
2021-11-20,RI,753.0
2021-11-27,RI,756.0
2021-12-04,RI,946.0
2021-12-11,RI,933.0
2021-12-18,RI,1097.0
2021-12-25,RI,2266.0
2022-01-01,RI,1978.0
2022-01-08,RI,1554.0
2022-01-15,RI,2018.0
2022-01-22,RI,1247.0
2022-01-29,RI,1000.0
2022-02-05,RI,849.0
2022-02-12,RI,1037.0
2022-02-19,RI,1001.0
2022-02-26,RI,2041.0
2022-03-05,RI,817.0
2022-03-12,RI,754.0
2022-03-19,RI,648.0
2022-03-26,RI,594.0
2022-04-02,RI,692.0
2022-04-09,RI,872.0
2022-04-16,RI,1240.0
2022-04-23,RI,2016.0
2022-04-30,RI,808.0
2022-05-07,RI,658.0
2022-05-14,RI,588.0
2022-05-21,RI,716.0
2022-05-28,RI,583.0
2022-06-04,RI,587.0
2022-06-11,RI,671.0
2022-06-18,RI,887.0
2022-06-25,RI,1695.0
2022-07-02,RI,1536.0
2022-07-09,RI,1052.0
2022-07-16,RI,912.0
2022-07-23,RI,634.0
2022-07-30,RI,755.0
2022-08-06,RI,860.0
2022-08-13,RI,521.0
2022-08-20,RI,740.0
2022-08-27,RI,745.0
2022-09-03,RI,669.0
2022-09-10,RI,612.0
2022-09-17,RI,712.0
2022-09-24,RI,651.0
2022-10-01,RI,579.0
2022-10-08,RI,614.0
2022-10-15,RI,500.0
2022-10-22,RI,529.0
2022-10-29,RI,807.0
2022-11-05,RI,797.0
2022-11-12,RI,505.0
2022-11-19,RI,1027.0
2022-11-26,RI,969.0
2022-12-03,RI,1014.0
2022-12-10,RI,1076.0
2022-12-17,RI,1598.0
2022-12-24,RI,1828.0
2022-12-31,RI,2385.0
2023-01-07,RI,1873.0
2023-01-14,RI,2113.0
2023-01-21,RI,1197.0
2023-01-28,RI,1090.0
2023-02-04,RI,1252.0
2023-02-11,RI,885.0
2023-02-18,RI,1162.0
2023-02-25,RI,2372.0
2023-03-04,RI,685.0
2023-03-11,RI,770.0
2023-03-18,RI,846.0
2020-02-29,SC,1977.0
2020-03-07,SC,1889.0
2020-03-14,SC,2093.0
2020-03-21,SC,31826.0
2020-03-28,SC,66475.0
2020-04-04,SC,86573.0
2020-04-11,SC,89147.0
2020-04-18,SC,74362.0
2020-04-25,SC,66438.0
2020-05-02,SC,47673.0
2020-05-09,SC,33191.0
2020-05-16,SC,29899.0
2020-05-23,SC,25380.0
2020-05-30,SC,18910.0
2020-06-06,SC,23188.0
2020-06-13,SC,19853.0
2020-06-20,SC,17611.0
2020-06-27,SC,17654.0
2020-07-04,SC,16015.0
2020-07-11,SC,19272.0
2020-07-18,SC,14307.0
2020-07-25,SC,12195.0
2020-08-01,SC,8909.0
2020-08-08,SC,5896.0
2020-08-15,SC,7231.0
2020-08-22,SC,5496.0
2020-08-29,SC,5000.0
2020-09-05,SC,5085.0
2020-09-12,SC,4261.0
2020-09-19,SC,4906.0
2020-09-26,SC,4905.0
2020-10-03,SC,4908.0
2020-10-10,SC,4667.0
2020-10-17,SC,3890.0
2020-10-24,SC,3675.0
2020-10-31,SC,3260.0
2020-11-07,SC,3461.0
2020-11-14,SC,3286.0
2020-11-21,SC,3361.0
2020-11-28,SC,2567.0
2020-12-05,SC,4774.0
2020-12-12,SC,3581.0
2020-12-19,SC,3445.0
2020-12-26,SC,4317.0
2021-01-02,SC,8778.0
2021-01-09,SC,8048.0
2021-01-16,SC,6319.0
2021-01-23,SC,4813.0
2021-01-30,SC,4453.0
2021-02-06,SC,6339.0
2021-02-13,SC,4287.0
2021-02-20,SC,3525.0
2021-02-27,SC,3903.0
2021-03-06,SC,5480.0
2021-03-13,SC,2769.0
2021-03-20,SC,3197.0
2021-03-27,SC,3146.0
2021-04-03,SC,4992.0
2021-04-10,SC,5131.0
2021-04-17,SC,5053.0
2021-04-24,SC,3091.0
2021-05-01,SC,2899.0
2021-05-08,SC,3123.0
2021-05-15,SC,2588.0
2021-05-22,SC,2083.0
2021-05-29,SC,1987.0
2021-06-05,SC,1894.0
2021-06-12,SC,1735.0
2021-06-19,SC,1673.0
2021-06-26,SC,1676.0
2021-07-03,SC,2194.0
2021-07-10,SC,2518.0
2021-07-17,SC,2496.0
2021-07-24,SC,1503.0
2021-07-31,SC,1363.0
2021-08-07,SC,1445.0
2021-08-14,SC,1439.0
2021-08-21,SC,1576.0
2021-08-28,SC,1321.0
2021-09-04,SC,1262.0
2021-09-11,SC,2456.0
2021-09-18,SC,1625.0
2021-09-25,SC,1132.0
2021-10-02,SC,1160.0
2021-10-09,SC,1311.0
2021-10-16,SC,1060.0
2021-10-23,SC,1247.0
2021-10-30,SC,1126.0
2021-11-06,SC,1311.0
2021-11-13,SC,1241.0
2021-11-20,SC,1263.0
2021-11-27,SC,775.0
2021-12-04,SC,1788.0
2021-12-11,SC,1271.0
2021-12-18,SC,1204.0
2021-12-25,SC,1135.0
2022-01-01,SC,3711.0
2022-01-08,SC,4056.0
2022-01-15,SC,2112.0
2022-01-22,SC,1147.0
2022-01-29,SC,1488.0
2022-02-05,SC,1585.0
2022-02-12,SC,1044.0
2022-02-19,SC,1118.0
2022-02-26,SC,864.0
2022-03-05,SC,1722.0
2022-03-12,SC,1610.0
2022-03-19,SC,1642.0
2022-03-26,SC,1581.0
2022-04-02,SC,1521.0
2022-04-09,SC,2103.0
2022-04-16,SC,1759.0
2022-04-23,SC,2387.0
2022-04-30,SC,1874.0
2022-05-07,SC,1799.0
2022-05-14,SC,1875.0
2022-05-21,SC,1743.0
2022-05-28,SC,1913.0
2022-06-04,SC,2140.0
2022-06-11,SC,2666.0
2022-06-18,SC,1935.0
2022-06-25,SC,1975.0
2022-07-02,SC,1787.0
2022-07-09,SC,2399.0
2022-07-16,SC,5548.0
2022-07-23,SC,2378.0
2022-07-30,SC,2163.0
2022-08-06,SC,2842.0
2022-08-13,SC,1995.0
2022-08-20,SC,1857.0
2022-08-27,SC,2147.0
2022-09-03,SC,1885.0
2022-09-10,SC,1772.0
2022-09-17,SC,2404.0
2022-09-24,SC,1716.0
2022-10-01,SC,1634.0
2022-10-08,SC,2160.0
2022-10-15,SC,2239.0
2022-10-22,SC,2188.0
2022-10-29,SC,1717.0
2022-11-05,SC,1946.0
2022-11-12,SC,1976.0
2022-11-19,SC,2452.0
2022-11-26,SC,1361.0
2022-12-03,SC,2802.0
2022-12-10,SC,2410.0
2022-12-17,SC,2460.0
2022-12-24,SC,2566.0
2022-12-31,SC,3279.0
2023-01-07,SC,5284.0
2023-01-14,SC,3059.0
2023-01-21,SC,2258.0
2023-01-28,SC,2358.0
2023-02-04,SC,2135.0
2023-02-11,SC,2093.0
2023-02-18,SC,1784.0
2023-02-25,SC,1690.0
2023-03-04,SC,1815.0
2023-03-11,SC,1900.0
2023-03-18,SC,2126.0
2020-02-29,SD,159.0
2020-03-07,SD,185.0
2020-03-14,SD,190.0
2020-03-21,SD,1761.0
2020-03-28,SD,6801.0
2020-04-04,SD,8138.0
2020-04-11,SD,6359.0
2020-04-18,SD,5295.0
2020-04-25,SD,5535.0
2020-05-02,SD,3929.0
2020-05-09,SD,5269.0
2020-05-16,SD,3891.0
2020-05-23,SD,3471.0
2020-05-30,SD,1498.0
2020-06-06,SD,880.0
2020-06-13,SD,1065.0
2020-06-20,SD,910.0
2020-06-27,SD,644.0
2020-07-04,SD,835.0
2020-07-11,SD,1216.0
2020-07-18,SD,772.0
2020-07-25,SD,808.0
2020-08-01,SD,775.0
2020-08-08,SD,973.0
2020-08-15,SD,784.0
2020-08-22,SD,802.0
2020-08-29,SD,630.0
2020-09-05,SD,585.0
2020-09-12,SD,376.0
2020-09-19,SD,551.0
2020-09-26,SD,267.0
2020-10-03,SD,444.0
2020-10-10,SD,443.0
2020-10-17,SD,485.0
2020-10-24,SD,482.0
2020-10-31,SD,856.0
2020-11-07,SD,568.0
2020-11-14,SD,513.0
2020-11-21,SD,746.0
2020-11-28,SD,436.0
2020-12-05,SD,904.0
2020-12-12,SD,926.0
2020-12-19,SD,770.0
2020-12-26,SD,655.0
2021-01-02,SD,603.0
2021-01-09,SD,985.0
2021-01-16,SD,750.0
2021-01-23,SD,580.0
2021-01-30,SD,611.0
2021-02-06,SD,646.0
2021-02-13,SD,608.0
2021-02-20,SD,496.0
2021-02-27,SD,441.0
2021-03-06,SD,298.0
2021-03-13,SD,355.0
2021-03-20,SD,295.0
2021-03-27,SD,299.0
2021-04-03,SD,314.0
2021-04-10,SD,290.0
2021-04-17,SD,335.0
2021-04-24,SD,388.0
2021-05-01,SD,264.0
2021-05-08,SD,305.0
2021-05-15,SD,409.0
2021-05-22,SD,232.0
2021-05-29,SD,263.0
2021-06-05,SD,253.0
2021-06-12,SD,306.0
2021-06-19,SD,216.0
2021-06-26,SD,188.0
2021-07-03,SD,233.0
2021-07-10,SD,264.0
2021-07-17,SD,195.0
2021-07-24,SD,161.0
2021-07-31,SD,153.0
2021-08-07,SD,194.0
2021-08-14,SD,174.0
2021-08-21,SD,176.0
2021-08-28,SD,140.0
2021-09-04,SD,195.0
2021-09-11,SD,167.0
2021-09-18,SD,170.0
2021-09-25,SD,120.0
2021-10-02,SD,132.0
2021-10-09,SD,171.0
2021-10-16,SD,174.0
2021-10-23,SD,180.0
2021-10-30,SD,212.0
2021-11-06,SD,242.0
2021-11-13,SD,222.0
2021-11-20,SD,304.0
2021-11-27,SD,248.0
2021-12-04,SD,375.0
2021-12-11,SD,456.0
2021-12-18,SD,489.0
2021-12-25,SD,470.0
2022-01-01,SD,429.0
2022-01-08,SD,557.0
2022-01-15,SD,305.0
2022-01-22,SD,268.0
2022-01-29,SD,222.0
2022-02-05,SD,207.0
2022-02-12,SD,167.0
2022-02-19,SD,180.0
2022-02-26,SD,151.0
2022-03-05,SD,158.0
2022-03-12,SD,157.0
2022-03-19,SD,114.0
2022-03-26,SD,117.0
2022-04-02,SD,110.0
2022-04-09,SD,133.0
2022-04-16,SD,95.0
2022-04-23,SD,140.0
2022-04-30,SD,102.0
2022-05-07,SD,118.0
2022-05-14,SD,146.0
2022-05-21,SD,142.0
2022-05-28,SD,170.0
2022-06-04,SD,148.0
2022-06-11,SD,165.0
2022-06-18,SD,127.0
2022-06-25,SD,125.0
2022-07-02,SD,126.0
2022-07-09,SD,139.0
2022-07-16,SD,113.0
2022-07-23,SD,120.0
2022-07-30,SD,126.0
2022-08-06,SD,140.0
2022-08-13,SD,130.0
2022-08-20,SD,100.0
2022-08-27,SD,72.0
2022-09-03,SD,110.0
2022-09-10,SD,94.0
2022-09-17,SD,103.0
2022-09-24,SD,119.0
2022-10-01,SD,137.0
2022-10-08,SD,152.0
2022-10-15,SD,147.0
2022-10-22,SD,127.0
2022-10-29,SD,197.0
2022-11-05,SD,209.0
2022-11-12,SD,229.0
2022-11-19,SD,522.0
2022-11-26,SD,257.0
2022-12-03,SD,457.0
2022-12-10,SD,470.0
2022-12-17,SD,333.0
2022-12-24,SD,533.0
2022-12-31,SD,327.0
2023-01-07,SD,397.0
2023-01-14,SD,341.0
2023-01-21,SD,206.0
2023-01-28,SD,222.0
2023-02-04,SD,225.0
2023-02-11,SD,214.0
2023-02-18,SD,202.0
2023-02-25,SD,150.0
2023-03-04,SD,267.0
2023-03-11,SD,213.0
2023-03-18,SD,168.0
2020-02-29,TN,2014.0
2020-03-07,TN,2032.0
2020-03-14,TN,2702.0
2020-03-21,TN,38077.0
2020-03-28,TN,92500.0
2020-04-04,TN,112186.0
2020-04-11,TN,71887.0
2020-04-18,TN,67226.0
2020-04-25,TN,42805.0
2020-05-02,TN,36323.0
2020-05-09,TN,28377.0
2020-05-16,TN,27990.0
2020-05-23,TN,25439.0
2020-05-30,TN,22255.0
2020-06-06,TN,20908.0
2020-06-13,TN,19413.0
2020-06-20,TN,20506.0
2020-06-27,TN,21544.0
2020-07-04,TN,24920.0
2020-07-11,TN,22060.0
2020-07-18,TN,25773.0
2020-07-25,TN,20091.0
2020-08-01,TN,12208.0
2020-08-08,TN,10620.0
2020-08-15,TN,14413.0
2020-08-22,TN,11588.0
2020-08-29,TN,12876.0
2020-09-05,TN,12310.0
2020-09-12,TN,11316.0
2020-09-19,TN,11793.0
2020-09-26,TN,10311.0
2020-10-03,TN,10077.0
2020-10-10,TN,10810.0
2020-10-17,TN,10412.0
2020-10-24,TN,8113.0
2020-10-31,TN,7447.0
2020-11-07,TN,7727.0
2020-11-14,TN,6567.0
2020-11-21,TN,7295.0
2020-11-28,TN,6186.0
2020-12-05,TN,6856.0
2020-12-12,TN,7435.0
2020-12-19,TN,7386.0
2020-12-26,TN,10150.0
2021-01-02,TN,16931.0
2021-01-09,TN,21954.0
2021-01-16,TN,19318.0
2021-01-23,TN,13302.0
2021-01-30,TN,11497.0
2021-02-06,TN,10761.0
2021-02-13,TN,8596.0
2021-02-20,TN,12583.0
2021-02-27,TN,10778.0
2021-03-06,TN,7999.0
2021-03-13,TN,8277.0
2021-03-20,TN,6431.0
2021-03-27,TN,8150.0
2021-04-03,TN,11407.0
2021-04-10,TN,11421.0
2021-04-17,TN,13900.0
2021-04-24,TN,9837.0
2021-05-01,TN,8255.0
2021-05-08,TN,8543.0
2021-05-15,TN,7721.0
2021-05-22,TN,6252.0
2021-05-29,TN,6936.0
2021-06-05,TN,8095.0
2021-06-12,TN,6349.0
2021-06-19,TN,4998.0
2021-06-26,TN,5186.0
2021-07-03,TN,6596.0
2021-07-10,TN,6745.0
2021-07-17,TN,6147.0
2021-07-24,TN,7841.0
2021-07-31,TN,4841.0
2021-08-07,TN,4989.0
2021-08-14,TN,4678.0
2021-08-21,TN,5404.0
2021-08-28,TN,7258.0
2021-09-04,TN,5335.0
2021-09-11,TN,4490.0
2021-09-18,TN,4317.0
2021-09-25,TN,4215.0
2021-10-02,TN,4881.0
2021-10-09,TN,3892.0
2021-10-16,TN,5580.0
2021-10-23,TN,4786.0
2021-10-30,TN,5584.0
2021-11-06,TN,7995.0
2021-11-13,TN,3994.0
2021-11-20,TN,4179.0
2021-11-27,TN,4043.0
2021-12-04,TN,4365.0
2021-12-11,TN,5070.0
2021-12-18,TN,4076.0
2021-12-25,TN,4766.0
2022-01-01,TN,4092.0
2022-01-08,TN,9495.0
2022-01-15,TN,7145.0
2022-01-22,TN,6128.0
2022-01-29,TN,5854.0
2022-02-05,TN,2938.0
2022-02-12,TN,4675.0
2022-02-19,TN,2716.0
2022-02-26,TN,3292.0
2022-03-05,TN,1936.0
2022-03-12,TN,1792.0
2022-03-19,TN,2120.0
2022-03-26,TN,1885.0
2022-04-02,TN,2344.0
2022-04-09,TN,2383.0
2022-04-16,TN,2159.0
2022-04-23,TN,1932.0
2022-04-30,TN,1947.0
2022-05-07,TN,2186.0
2022-05-14,TN,2090.0
2022-05-21,TN,2192.0
2022-05-28,TN,2599.0
2022-06-04,TN,3086.0
2022-06-11,TN,2255.0
2022-06-18,TN,2195.0
2022-06-25,TN,2114.0
2022-07-02,TN,1019.0
2022-07-09,TN,4734.0
2022-07-16,TN,4098.0
2022-07-23,TN,2826.0
2022-07-30,TN,2698.0
2022-08-06,TN,2785.0
2022-08-13,TN,2375.0
2022-08-20,TN,2188.0
2022-08-27,TN,2004.0
2022-09-03,TN,2053.0
2022-09-10,TN,1707.0
2022-09-17,TN,1910.0
2022-09-24,TN,2196.0
2022-10-01,TN,1916.0
2022-10-08,TN,2345.0
2022-10-15,TN,2630.0
2022-10-22,TN,2002.0
2022-10-29,TN,1729.0
2022-11-05,TN,2016.0
2022-11-12,TN,2037.0
2022-11-19,TN,2331.0
2022-11-26,TN,2609.0
2022-12-03,TN,2682.0
2022-12-10,TN,2367.0
2022-12-17,TN,2746.0
2022-12-24,TN,3586.0
2022-12-31,TN,3263.0
2023-01-07,TN,5466.0
2023-01-14,TN,3194.0
2023-01-21,TN,2539.0
2023-01-28,TN,2630.0
2023-02-04,TN,2472.0
2023-02-11,TN,2622.0
2023-02-18,TN,2128.0
2023-02-25,TN,2071.0
2023-03-04,TN,2339.0
2023-03-11,TN,2280.0
2023-03-18,TN,2793.0
2020-02-29,TX,12692.0
2020-03-07,TX,14355.0
2020-03-14,TX,16176.0
2020-03-21,TX,155426.0
2020-03-28,TX,276185.0
2020-04-04,TX,315167.0
2020-04-11,TX,274257.0
2020-04-18,TX,280761.0
2020-04-25,TX,254084.0
2020-05-02,TX,243935.0
2020-05-09,TX,141553.0
2020-05-16,TX,134065.0
2020-05-23,TX,127717.0
2020-05-30,TX,106677.0
2020-06-06,TX,89676.0
2020-06-13,TX,94723.0
2020-06-20,TX,89547.0
2020-06-27,TX,96593.0
2020-07-04,TX,117099.0
2020-07-11,TX,105516.0
2020-07-18,TX,87908.0
2020-07-25,TX,76804.0
2020-08-01,TX,62709.0
2020-08-08,TX,52304.0
2020-08-15,TX,61400.0
2020-08-22,TX,52152.0
2020-08-29,TX,56673.0
2020-09-05,TX,65291.0
2020-09-12,TX,49386.0
2020-09-19,TX,48426.0
2020-09-26,TX,41351.0
2020-10-03,TX,42338.0
2020-10-10,TX,44692.0
2020-10-17,TX,45308.0
2020-10-24,TX,35195.0
2020-10-31,TX,37601.0
2020-11-07,TX,33667.0
2020-11-14,TX,38883.0
2020-11-21,TX,38915.0
2020-11-28,TX,24792.0
2020-12-05,TX,47521.0
2020-12-12,TX,38645.0
2020-12-19,TX,34979.0
2020-12-26,TX,31448.0
2021-01-02,TX,45989.0
2021-01-09,TX,64721.0
2021-01-16,TX,55551.0
2021-01-23,TX,53848.0
2021-01-30,TX,52577.0
2021-02-06,TX,47022.0
2021-02-13,TX,35786.0
2021-02-20,TX,36401.0
2021-02-27,TX,56298.0
2021-03-06,TX,49366.0
2021-03-13,TX,73858.0
2021-03-20,TX,81457.0
2021-03-27,TX,87313.0
2021-04-03,TX,83988.0
2021-04-10,TX,66552.0
2021-04-17,TX,46516.0
2021-04-24,TX,33843.0
2021-05-01,TX,30225.0
2021-05-08,TX,31342.0
2021-05-15,TX,27568.0
2021-05-22,TX,25041.0
2021-05-29,TX,21927.0
2021-06-05,TX,18628.0
2021-06-12,TX,21755.0
2021-06-19,TX,23569.0
2021-06-26,TX,19571.0
2021-07-03,TX,24216.0
2021-07-10,TX,34307.0
2021-07-17,TX,45037.0
2021-07-24,TX,33883.0
2021-07-31,TX,30138.0
2021-08-07,TX,31042.0
2021-08-14,TX,23375.0
2021-08-21,TX,20335.0
2021-08-28,TX,20240.0
2021-09-04,TX,20327.0
2021-09-11,TX,16692.0
2021-09-18,TX,16861.0
2021-09-25,TX,21486.0
2021-10-02,TX,19110.0
2021-10-09,TX,18903.0
2021-10-16,TX,16825.0
2021-10-23,TX,16036.0
2021-10-30,TX,15106.0
2021-11-06,TX,16125.0
2021-11-13,TX,15488.0
2021-11-20,TX,15910.0
2021-11-27,TX,10463.0
2021-12-04,TX,19102.0
2021-12-11,TX,15016.0
2021-12-18,TX,15191.0
2021-12-25,TX,11236.0
2022-01-01,TX,13400.0
2022-01-08,TX,23837.0
2022-01-15,TX,19064.0
2022-01-22,TX,15147.0
2022-01-29,TX,15932.0
2022-02-05,TX,14424.0
2022-02-12,TX,13945.0
2022-02-19,TX,13220.0
2022-02-26,TX,12402.0
2022-03-05,TX,13338.0
2022-03-12,TX,13639.0
2022-03-19,TX,13160.0
2022-03-26,TX,15411.0
2022-04-02,TX,12924.0
2022-04-09,TX,15541.0
2022-04-16,TX,13211.0
2022-04-23,TX,13096.0
2022-04-30,TX,12977.0
2022-05-07,TX,13429.0
2022-05-14,TX,13890.0
2022-05-21,TX,14316.0
2022-05-28,TX,14219.0
2022-06-04,TX,14431.0
2022-06-11,TX,15256.0
2022-06-18,TX,16606.0
2022-06-25,TX,14532.0
2022-07-02,TX,15024.0
2022-07-09,TX,15332.0
2022-07-16,TX,16746.0
2022-07-23,TX,15002.0
2022-07-30,TX,14117.0
2022-08-06,TX,14840.0
2022-08-13,TX,14223.0
2022-08-20,TX,14228.0
2022-08-27,TX,13998.0
2022-09-03,TX,14561.0
2022-09-10,TX,12068.0
2022-09-17,TX,12518.0
2022-09-24,TX,12316.0
2022-10-01,TX,12118.0
2022-10-08,TX,14500.0
2022-10-15,TX,12924.0
2022-10-22,TX,12991.0
2022-10-29,TX,13057.0
2022-11-05,TX,15472.0
2022-11-12,TX,14381.0
2022-11-19,TX,15862.0
2022-11-26,TX,11251.0
2022-12-03,TX,19890.0
2022-12-10,TX,15936.0
2022-12-17,TX,14995.0
2022-12-24,TX,13540.0
2022-12-31,TX,10288.0
2023-01-07,TX,20466.0
2023-01-14,TX,17945.0
2023-01-21,TX,15487.0
2023-01-28,TX,15806.0
2023-02-04,TX,14947.0
2023-02-11,TX,15649.0
2023-02-18,TX,14540.0
2023-02-25,TX,13114.0
2023-03-04,TX,14183.0
2023-03-11,TX,14514.0
2023-03-18,TX,13954.0
2020-02-29,UT,885.0
2020-03-07,UT,1015.0
2020-03-14,UT,1305.0
2020-03-21,UT,19690.0
2020-03-28,UT,28532.0
2020-04-04,UT,33040.0
2020-04-11,UT,24515.0
2020-04-18,UT,19649.0
2020-04-25,UT,11738.0
2020-05-02,UT,8992.0
2020-05-09,UT,7076.0
2020-05-16,UT,6228.0
2020-05-23,UT,5405.0
2020-05-30,UT,4948.0
2020-06-06,UT,5382.0
2020-06-13,UT,4803.0
2020-06-20,UT,4915.0
2020-06-27,UT,4965.0
2020-07-04,UT,4802.0
2020-07-11,UT,4792.0
2020-07-18,UT,4483.0
2020-07-25,UT,3709.0
2020-08-01,UT,3098.0
2020-08-08,UT,2881.0
2020-08-15,UT,2983.0
2020-08-22,UT,2980.0
2020-08-29,UT,2587.0
2020-09-05,UT,2593.0
2020-09-12,UT,2283.0
2020-09-19,UT,2545.0
2020-09-26,UT,2460.0
2020-10-03,UT,2575.0
2020-10-10,UT,2726.0
2020-10-17,UT,2490.0
2020-10-24,UT,2371.0
2020-10-31,UT,2360.0
2020-11-07,UT,2600.0
2020-11-14,UT,3111.0
2020-11-21,UT,3046.0
2020-11-28,UT,2385.0
2020-12-05,UT,3305.0
2020-12-12,UT,3080.0
2020-12-19,UT,3014.0
2020-12-26,UT,2729.0
2021-01-02,UT,2975.0
2021-01-09,UT,3825.0
2021-01-16,UT,3304.0
2021-01-23,UT,2924.0
2021-01-30,UT,3065.0
2021-02-06,UT,3268.0
2021-02-13,UT,2770.0
2021-02-20,UT,2527.0
2021-02-27,UT,2222.0
2021-03-06,UT,2442.0
2021-03-13,UT,2269.0
2021-03-20,UT,2576.0
2021-03-27,UT,3255.0
2021-04-03,UT,4089.0
2021-04-10,UT,4352.0
2021-04-17,UT,8412.0
2021-04-24,UT,6569.0
2021-05-01,UT,3729.0
2021-05-08,UT,3340.0
2021-05-15,UT,3042.0
2021-05-22,UT,3301.0
2021-05-29,UT,3103.0
2021-06-05,UT,2490.0
2021-06-12,UT,2143.0
2021-06-19,UT,2622.0
2021-06-26,UT,2397.0
2021-07-03,UT,1848.0
2021-07-10,UT,1583.0
2021-07-17,UT,1512.0
