Date,Province_State,Initial_Claims
2022-03-26,NY,13510.0
2022-04-02,NY,12644.0
2022-04-09,NY,14151.0
2022-04-16,NY,11195.0
2022-04-23,NY,15955.0
2022-04-30,NY,23284.0
2022-05-07,NY,13385.0
2022-05-14,NY,13364.0
2022-05-21,NY,11914.0
2022-05-28,NY,12968.0
2022-06-04,NY,12337.0
2022-06-11,NY,12519.0
2022-06-18,NY,12432.0
2022-06-25,NY,12135.0
2022-07-02,NY,17300.0
2022-07-09,NY,27351.0
2022-07-16,NY,20163.0
2022-07-23,NY,14394.0
2022-07-30,NY,13411.0
2022-08-06,NY,13507.0
2022-08-13,NY,13381.0
2022-08-20,NY,13717.0
2022-08-27,NY,18347.0
2022-09-03,NY,14685.0
2022-09-10,NY,11780.0
2022-09-17,NY,13489.0
2022-09-24,NY,12085.0
2022-10-01,NY,11750.0
2022-10-08,NY,15137.0
2022-10-15,NY,12048.0
2022-10-22,NY,13774.0
2022-10-29,NY,13584.0
2022-11-05,NY,13976.0
2022-11-12,NY,14297.0
2022-11-19,NY,16505.0
2022-11-26,NY,15189.0
2022-12-03,NY,23966.0
2022-12-10,NY,16832.0
2022-12-17,NY,16517.0
2022-12-24,NY,18596.0
2022-12-31,NY,21765.0
2023-01-07,NY,39050.0
2023-01-14,NY,21642.0
2023-01-21,NY,16685.0
2023-01-28,NY,17634.0
2023-02-04,NY,17210.0
2023-02-11,NY,16566.0
2023-02-18,NY,14461.0
2023-02-25,NY,13878.0
2023-03-04,NY,30122.0
2023-03-11,NY,14686.0
2023-03-18,NY,13630.0
2020-02-29,NC,1767.0
2020-03-07,NC,2575.0
2020-03-14,NC,3533.0
2020-03-21,NC,94083.0
2020-03-28,NC,172145.0
2020-04-04,NC,137422.0
2020-04-11,NC,140155.0
2020-04-18,NC,106266.0
2020-04-25,NC,98941.0
2020-05-02,NC,85956.0
2020-05-09,NC,57354.0
2020-05-16,NC,46913.0
2020-05-23,NC,44202.0
2020-05-30,NC,37047.0
2020-06-06,NC,33865.0
2020-06-13,NC,32188.0
2020-06-20,NC,29199.0
2020-06-27,NC,29580.0
2020-07-04,NC,27937.0
2020-07-11,NC,28108.0
2020-07-18,NC,29204.0
2020-07-25,NC,26995.0
2020-08-01,NC,16503.0
2020-08-08,NC,14328.0
2020-08-15,NC,17388.0
2020-08-22,NC,13680.0
2020-08-29,NC,13297.0
2020-09-05,NC,14147.0
2020-09-12,NC,13437.0
2020-09-19,NC,13406.0
2020-09-26,NC,12627.0
2020-10-03,NC,15534.0
2020-10-10,NC,13172.0
2020-10-17,NC,12119.0
2020-10-24,NC,9903.0
2020-10-31,NC,8338.0
2020-11-07,NC,8291.0
2020-11-14,NC,7649.0
2020-11-21,NC,8588.0
2020-11-28,NC,6391.0
2020-12-05,NC,9950.0
2020-12-12,NC,9654.0
2020-12-19,NC,9368.0
2020-12-26,NC,8718.0
2021-01-02,NC,13331.0
2021-01-09,NC,15722.0
2021-01-16,NC,14117.0
2021-01-23,NC,13518.0
2021-01-30,NC,13352.0
2021-02-06,NC,12694.0
2021-02-13,NC,9350.0
2021-02-20,NC,8474.0
2021-02-27,NC,7971.0
2021-03-06,NC,8155.0
2021-03-13,NC,8305.0
2021-03-20,NC,7170.0
2021-03-27,NC,6934.0
2021-04-03,NC,7777.0
2021-04-10,NC,7998.0
2021-04-17,NC,8711.0
2021-04-24,NC,10109.0
2021-05-01,NC,7051.0
2021-05-08,NC,7333.0
2021-05-15,NC,7137.0
2021-05-22,NC,6437.0
2021-05-29,NC,5932.0
2021-06-05,NC,5150.0
2021-06-12,NC,4665.0
2021-06-19,NC,4604.0
2021-06-26,NC,4538.0
2021-07-03,NC,4879.0
2021-07-10,NC,5355.0
2021-07-17,NC,5169.0
2021-07-24,NC,4876.0
2021-07-31,NC,5424.0
2021-08-07,NC,5562.0
2021-08-14,NC,5045.0
2021-08-21,NC,5206.0
2021-08-28,NC,4950.0
2021-09-04,NC,5050.0
2021-09-11,NC,4210.0
2021-09-18,NC,3610.0
2021-09-25,NC,3920.0
2021-10-02,NC,3999.0
2021-10-09,NC,4473.0
2021-10-16,NC,3885.0
2021-10-23,NC,3520.0
2021-10-30,NC,3718.0
2021-11-06,NC,4127.0
2021-11-13,NC,4379.0
2021-11-20,NC,5722.0
2021-11-27,NC,8183.0
2021-12-04,NC,6465.0
2021-12-11,NC,2145.0
2021-12-18,NC,2384.0
2021-12-25,NC,1923.0
2022-01-01,NC,1848.0
2022-01-08,NC,3917.0
2022-01-15,NC,4232.0
2022-01-22,NC,3415.0
2022-01-29,NC,3705.0
2022-02-05,NC,3007.0
2022-02-12,NC,3019.0
2022-02-19,NC,2768.0
2022-02-26,NC,2598.0
2022-03-05,NC,2646.0
2022-03-12,NC,2616.0
2022-03-19,NC,2403.0
2022-03-26,NC,2530.0
2022-04-02,NC,2643.0
2022-04-09,NC,2711.0
2022-04-16,NC,2292.0
2022-04-23,NC,2617.0
2022-04-30,NC,2770.0
2022-05-07,NC,2445.0
2022-05-14,NC,2731.0
2022-05-21,NC,3053.0
2022-05-28,NC,2970.0
2022-06-04,NC,2850.0
2022-06-11,NC,3282.0
2022-06-18,NC,3143.0
2022-06-25,NC,2898.0
2022-07-02,NC,3065.0
2022-07-09,NC,2824.0
2022-07-16,NC,3458.0
2022-07-23,NC,3011.0
2022-07-30,NC,3558.0
2022-08-06,NC,3747.0
2022-08-13,NC,3512.0
2022-08-20,NC,3274.0
2022-08-27,NC,3101.0
2022-09-03,NC,3073.0
2022-09-10,NC,2655.0
2022-09-17,NC,2981.0
2022-09-24,NC,3270.0
2022-10-01,NC,4921.0
2022-10-08,NC,3401.0
2022-10-15,NC,2797.0
2022-10-22,NC,3212.0
2022-10-29,NC,2553.0
2022-11-05,NC,2633.0
2022-11-12,NC,3774.0
2022-11-19,NC,3641.0
2022-11-26,NC,2437.0
2022-12-03,NC,4029.0
2022-12-10,NC,3691.0
2022-12-17,NC,3598.0
2022-12-24,NC,2710.0
2022-12-31,NC,2507.0
2023-01-07,NC,4138.0
2023-01-14,NC,4048.0
2023-01-21,NC,3582.0
2023-01-28,NC,3654.0
2023-02-04,NC,3713.0
2023-02-11,NC,3328.0
2023-02-18,NC,3184.0
2023-02-25,NC,2890.0
2023-03-04,NC,3578.0
2023-03-11,NC,3471.0
2023-03-18,NC,3386.0
2020-02-29,ND,363.0
2020-03-07,ND,423.0
2020-03-14,ND,415.0
2020-03-21,ND,5662.0
2020-03-28,ND,11818.0
2020-04-04,ND,15125.0
2020-04-11,ND,9502.0
2020-04-18,ND,8065.0
2020-04-25,ND,6274.0
2020-05-02,ND,4044.0
2020-05-09,ND,2753.0
2020-05-16,ND,2619.0
2020-05-23,ND,2978.0
2020-05-30,ND,2315.0
2020-06-06,ND,2252.0
2020-06-13,ND,2073.0
2020-06-20,ND,1821.0
2020-06-27,ND,1511.0
2020-07-04,ND,1720.0
2020-07-11,ND,1532.0
2020-07-18,ND,1915.0
2020-07-25,ND,1203.0
2020-08-01,ND,979.0
2020-08-08,ND,776.0
2020-08-15,ND,855.0
2020-08-22,ND,720.0
2020-08-29,ND,804.0
2020-09-05,ND,947.0
2020-09-12,ND,719.0
2020-09-19,ND,792.0
2020-09-26,ND,856.0
2020-10-03,ND,841.0
2020-10-10,ND,1045.0
2020-10-17,ND,1043.0
2020-10-24,ND,1223.0
2020-10-31,ND,1265.0
2020-11-07,ND,1238.0
2020-11-14,ND,1577.0
2020-11-21,ND,1765.0
2020-11-28,ND,1613.0
2020-12-05,ND,1709.0
2020-12-12,ND,1586.0
2020-12-19,ND,1037.0
2020-12-26,ND,1240.0
2021-01-02,ND,1442.0
2021-01-09,ND,1946.0
2021-01-16,ND,1901.0
2021-01-23,ND,1266.0
2021-01-30,ND,1304.0
2021-02-06,ND,1154.0
2021-02-13,ND,983.0
2021-02-20,ND,858.0
2021-02-27,ND,638.0
2021-03-06,ND,581.0
2021-03-13,ND,611.0
2021-03-20,ND,678.0
2021-03-27,ND,868.0
2021-04-03,ND,821.0
2021-04-10,ND,2047.0
2021-04-17,ND,1794.0
2021-04-24,ND,1195.0
2021-05-01,ND,770.0
2021-05-08,ND,670.0
2021-05-15,ND,610.0
2021-05-22,ND,526.0
2021-05-29,ND,501.0
2021-06-05,ND,527.0
2021-06-12,ND,490.0
2021-06-19,ND,313.0
2021-06-26,ND,408.0
2021-07-03,ND,631.0
2021-07-10,ND,528.0
2021-07-17,ND,332.0
2021-07-24,ND,281.0
2021-07-31,ND,274.0
2021-08-07,ND,318.0
2021-08-14,ND,275.0
2021-08-21,ND,259.0
2021-08-28,ND,276.0
2021-09-04,ND,301.0
2021-09-11,ND,183.0
2021-09-18,ND,225.0
2021-09-25,ND,244.0
2021-10-02,ND,251.0
2021-10-09,ND,300.0
2021-10-16,ND,290.0
2021-10-23,ND,269.0
2021-10-30,ND,291.0
2021-11-06,ND,404.0
2021-11-13,ND,554.0
2021-11-20,ND,703.0
2021-11-27,ND,714.0
2021-12-04,ND,807.0
2021-12-11,ND,896.0
2021-12-18,ND,881.0
2021-12-25,ND,933.0
2022-01-01,ND,866.0
2022-01-08,ND,1436.0
2022-01-15,ND,744.0
2022-01-22,ND,595.0
2022-01-29,ND,503.0
2022-02-05,ND,419.0
2022-02-12,ND,331.0
2022-02-19,ND,295.0
2022-02-26,ND,296.0
2022-03-05,ND,290.0
2022-03-12,ND,385.0
2022-03-19,ND,224.0
2022-03-26,ND,189.0
2022-04-02,ND,212.0
2022-04-09,ND,246.0
2022-04-16,ND,268.0
2022-04-23,ND,322.0
2022-04-30,ND,211.0
2022-05-07,ND,227.0
2022-05-14,ND,215.0
2022-05-21,ND,280.0
2022-05-28,ND,263.0
2022-06-04,ND,288.0
2022-06-11,ND,326.0
2022-06-18,ND,232.0
2022-06-25,ND,227.0
2022-07-02,ND,204.0
2022-07-09,ND,248.0
2022-07-16,ND,205.0
2022-07-23,ND,182.0
2022-07-30,ND,236.0
2022-08-06,ND,208.0
2022-08-13,ND,176.0
2022-08-20,ND,138.0
2022-08-27,ND,134.0
2022-09-03,ND,126.0
2022-09-10,ND,154.0
2022-09-17,ND,134.0
2022-09-24,ND,140.0
2022-10-01,ND,169.0
2022-10-08,ND,180.0
2022-10-15,ND,190.0
2022-10-22,ND,180.0
2022-10-29,ND,232.0
2022-11-05,ND,278.0
2022-11-12,ND,348.0
2022-11-19,ND,874.0
2022-11-26,ND,646.0
2022-12-03,ND,795.0
2022-12-10,ND,743.0
2022-12-17,ND,938.0
2022-12-24,ND,953.0
2022-12-31,ND,576.0
2023-01-07,ND,989.0
2023-01-14,ND,645.0
2023-01-21,ND,439.0
2023-01-28,ND,437.0
2023-02-04,ND,410.0
2023-02-11,ND,300.0
2023-02-18,ND,287.0
2023-02-25,ND,283.0
2023-03-04,ND,249.0
2023-03-11,ND,288.0
2023-03-18,ND,243.0
2020-02-29,OH,9916.0
2020-03-07,OH,6545.0
2020-03-14,OH,7046.0
2020-03-21,OH,196309.0
2020-03-28,OH,274288.0
2020-04-04,OH,226191.0
2020-04-11,OH,159317.0
2020-04-18,OH,109830.0
2020-04-25,OH,93599.0
2020-05-02,OH,61487.0
2020-05-09,OH,52253.0
2020-05-16,OH,46855.0
2020-05-23,OH,42575.0
2020-05-30,OH,35069.0
2020-06-06,OH,36151.0
2020-06-13,OH,33133.0
2020-06-20,OH,34915.0
2020-06-27,OH,35904.0
2020-07-04,OH,33826.0
2020-07-11,OH,35743.0
2020-07-18,OH,30308.0
2020-07-25,OH,28022.0
2020-08-01,OH,26045.0
2020-08-08,OH,21074.0
2020-08-15,OH,21747.0
2020-08-22,OH,19090.0
2020-08-29,OH,18778.0
2020-09-05,OH,18084.0
2020-09-12,OH,16375.0
2020-09-19,OH,17601.0
2020-09-26,OH,17969.0
2020-10-03,OH,18634.0
2020-10-10,OH,20085.0
2020-10-17,OH,17671.0
2020-10-24,OH,17587.0
2020-10-31,OH,21353.0
2020-11-07,OH,21935.0
2020-11-14,OH,25003.0
2020-11-21,OH,30198.0
2020-11-28,OH,27786.0
2020-12-05,OH,36373.0
2020-12-12,OH,38369.0
2020-12-19,OH,31160.0
2020-12-26,OH,28811.0
2021-01-02,OH,29726.0
2021-01-09,OH,37335.0
2021-01-16,OH,43000.0
2021-01-23,OH,50002.0
2021-01-30,OH,47821.0
2021-02-06,OH,140488.0
2021-02-13,OH,147051.0
2021-02-20,OH,101862.0
2021-02-27,OH,120506.0
2021-03-06,OH,128192.0
2021-03-13,OH,115205.0
2021-03-20,OH,69397.0
2021-03-27,OH,54518.0
2021-04-03,OH,45160.0
2021-04-10,OH,23329.0
2021-04-17,OH,22361.0
2021-04-24,OH,21541.0
2021-05-01,OH,18697.0
2021-05-08,OH,20068.0
2021-05-15,OH,17575.0
2021-05-22,OH,13731.0
2021-05-29,OH,14013.0
2021-06-05,OH,16309.0
2021-06-12,OH,15946.0
2021-06-19,OH,12991.0
2021-06-26,OH,10518.0
2021-07-03,OH,10931.0
2021-07-10,OH,9971.0
2021-07-17,OH,12642.0
2021-07-24,OH,10645.0
2021-07-31,OH,10764.0
2021-08-07,OH,10614.0
2021-08-14,OH,9701.0
2021-08-21,OH,8186.0
2021-08-28,OH,13749.0
2021-09-04,OH,13583.0
2021-09-11,OH,8918.0
2021-09-18,OH,13065.0
2021-09-25,OH,10212.0
2021-10-02,OH,9259.0
2021-10-09,OH,9866.0
2021-10-16,OH,7579.0
2021-10-23,OH,7060.0
2021-10-30,OH,7392.0
2021-11-06,OH,11238.0
2021-11-13,OH,7923.0
2021-11-20,OH,7223.0
2021-11-27,OH,7523.0
2021-12-04,OH,9311.0
2021-12-11,OH,9134.0
2021-12-18,OH,9351.0
2021-12-25,OH,11966.0
2022-01-01,OH,12358.0
2022-01-08,OH,17482.0
2022-01-15,OH,15412.0
2022-01-22,OH,15171.0
2022-01-29,OH,10324.0
2022-02-05,OH,9727.0
2022-02-12,OH,15119.0
2022-02-19,OH,12907.0
2022-02-26,OH,10809.0
2022-03-05,OH,11926.0
2022-03-12,OH,13473.0
2022-03-19,OH,12602.0
2022-03-26,OH,16182.0
2022-04-02,OH,17691.0
2022-04-09,OH,13805.0
2022-04-16,OH,10903.0
2022-04-23,OH,8294.0
2022-04-30,OH,6276.0
2022-05-07,OH,7048.0
2022-05-14,OH,8237.0
2022-05-21,OH,8317.0
2022-05-28,OH,8827.0
2022-06-04,OH,9531.0
2022-06-11,OH,11303.0
2022-06-18,OH,10901.0
2022-06-25,OH,13489.0
2022-07-02,OH,12491.0
2022-07-09,OH,14765.0
2022-07-16,OH,11132.0
2022-07-23,OH,9261.0
2022-07-30,OH,7621.0
2022-08-06,OH,7907.0
2022-08-13,OH,6248.0
2022-08-20,OH,6316.0
2022-08-27,OH,6025.0
2022-09-03,OH,6684.0
2022-09-10,OH,5960.0
2022-09-17,OH,6424.0
2022-09-24,OH,8010.0
2022-10-01,OH,7256.0
2022-10-08,OH,7282.0
2022-10-15,OH,5967.0
2022-10-22,OH,6426.0
2022-10-29,OH,6441.0
2022-11-05,OH,7481.0
2022-11-12,OH,7668.0
2022-11-19,OH,10078.0
2022-11-26,OH,10656.0
2022-12-03,OH,13090.0
2022-12-10,OH,13094.0
2022-12-17,OH,11288.0
2022-12-24,OH,13314.0
2022-12-31,OH,13800.0
2023-01-07,OH,14058.0
2023-01-14,OH,13460.0
2023-01-21,OH,9064.0
2023-01-28,OH,7959.0
2023-02-04,OH,11487.0
2023-02-11,OH,13342.0
2023-02-18,OH,12799.0
2023-02-25,OH,11525.0
2023-03-04,OH,12734.0
2023-03-11,OH,15135.0
2023-03-18,OH,14824.0
2020-02-29,OK,1458.0
2020-03-07,OK,1569.0
2020-03-14,OK,1836.0
2020-03-21,OK,21926.0
2020-03-28,OK,47744.0
2020-04-04,OK,60534.0
2020-04-11,OK,54481.0
2020-04-18,OK,46696.0
2020-04-25,OK,52500.0
2020-05-02,OK,93885.0
2020-05-09,OK,39079.0
2020-05-16,OK,33440.0
2020-05-23,OK,43714.0
2020-05-30,OK,60376.0
2020-06-06,OK,77525.0
2020-06-13,OK,84779.0
2020-06-20,OK,58613.0
2020-06-27,OK,18405.0
2020-07-04,OK,9423.0
2020-07-11,OK,9680.0
2020-07-18,OK,9879.0
2020-07-25,OK,8927.0
2020-08-01,OK,6609.0
2020-08-08,OK,5687.0
2020-08-15,OK,6561.0
2020-08-22,OK,6064.0
2020-08-29,OK,6019.0
2020-09-05,OK,6602.0
2020-09-12,OK,5596.0
2020-09-19,OK,5434.0
2020-09-26,OK,5258.0
2020-10-03,OK,5780.0
2020-10-10,OK,5531.0
2020-10-17,OK,5277.0
2020-10-24,OK,5015.0
2020-10-31,OK,4953.0
2020-11-07,OK,4470.0
2020-11-14,OK,4618.0
2020-11-21,OK,5834.0
2020-11-28,OK,3541.0
2020-12-05,OK,6168.0
2020-12-12,OK,5297.0
2020-12-19,OK,5215.0
2020-12-26,OK,5031.0
2021-01-02,OK,6059.0
2021-01-09,OK,7017.0
2021-01-16,OK,7144.0
2021-01-23,OK,6254.0
2021-01-30,OK,7667.0
2021-02-06,OK,7201.0
2021-02-13,OK,6774.0
2021-02-20,OK,5981.0
2021-02-27,OK,7193.0
2021-03-06,OK,7076.0
2021-03-13,OK,6913.0
2021-03-20,OK,6894.0
2021-03-27,OK,9082.0
2021-04-03,OK,13852.0
2021-04-10,OK,17997.0
2021-04-17,OK,16756.0
2021-04-24,OK,17369.0
2021-05-01,OK,10977.0
2021-05-08,OK,9475.0
2021-05-15,OK,8644.0
2021-05-22,OK,8360.0
2021-05-29,OK,12722.0
2021-06-05,OK,8934.0
2021-06-12,OK,10614.0
2021-06-19,OK,9161.0
2021-06-26,OK,9231.0
2021-07-03,OK,6770.0
2021-07-10,OK,7787.0
2021-07-17,OK,4394.0
2021-07-24,OK,3723.0
2021-07-31,OK,3533.0
2021-08-07,OK,3838.0
2021-08-14,OK,3986.0
2021-08-21,OK,3146.0
2021-08-28,OK,2676.0
2021-09-04,OK,2680.0
2021-09-11,OK,3435.0
2021-09-18,OK,2171.0
2021-09-25,OK,2090.0
2021-10-02,OK,2312.0
2021-10-09,OK,2443.0
2021-10-16,OK,2186.0
2021-10-23,OK,3442.0
2021-10-30,OK,2118.0
2021-11-06,OK,2020.0
2021-11-13,OK,1828.0
2021-11-20,OK,3318.0
2021-11-27,OK,1716.0
2021-12-04,OK,2112.0
2021-12-11,OK,1769.0
2021-12-18,OK,2716.0
2021-12-25,OK,1762.0
2022-01-01,OK,1826.0
2022-01-08,OK,2760.0
2022-01-15,OK,2240.0
2022-01-22,OK,2141.0
2022-01-29,OK,2079.0
2022-02-05,OK,1719.0
2022-02-12,OK,1740.0
2022-02-19,OK,1601.0
2022-02-26,OK,1439.0
2022-03-05,OK,1555.0
2022-03-12,OK,1861.0
2022-03-19,OK,2261.0
2022-03-26,OK,2946.0
2022-04-02,OK,2712.0
2022-04-09,OK,1936.0
2022-04-16,OK,1778.0
2022-04-23,OK,1928.0
2022-04-30,OK,2235.0
2022-05-07,OK,1714.0
2022-05-14,OK,1890.0
2022-05-21,OK,1818.0
2022-05-28,OK,2571.0
2022-06-04,OK,1973.0
2022-06-11,OK,1915.0
2022-06-18,OK,1581.0
2022-06-25,OK,1249.0
2022-07-02,OK,1749.0
2022-07-09,OK,2108.0
2022-07-16,OK,2679.0
2022-07-23,OK,2481.0
2022-07-30,OK,3478.0
2022-08-06,OK,2557.0
2022-08-13,OK,3976.0
2022-08-20,OK,2802.0
2022-08-27,OK,1542.0
2022-09-03,OK,3477.0
2022-09-10,OK,1748.0
2022-09-17,OK,1484.0
2022-09-24,OK,969.0
2022-10-01,OK,1031.0
2022-10-08,OK,1076.0
2022-10-15,OK,1013.0
2022-10-22,OK,1275.0
2022-10-29,OK,1142.0
2022-11-05,OK,1094.0
2022-11-12,OK,931.0
2022-11-19,OK,1378.0
2022-11-26,OK,1123.0
2022-12-03,OK,1321.0
2022-12-10,OK,1274.0
2022-12-17,OK,1486.0
2022-12-24,OK,1445.0
2022-12-31,OK,1214.0
2023-01-07,OK,1733.0
2023-01-14,OK,1482.0
2023-01-21,OK,1215.0
2023-01-28,OK,1276.0
2023-02-04,OK,1198.0
2023-02-11,OK,1356.0
2023-02-18,OK,1727.0
2023-02-25,OK,1139.0
2023-03-04,OK,839.0
2023-03-11,OK,1311.0
2023-03-18,OK,1313.0
2020-02-29,OR,3936.0
2020-03-07,OR,4154.0
2020-03-14,OR,4269.0
2020-03-21,OR,30054.0
2020-03-28,OR,47498.0
2020-04-04,OR,62788.0
2020-04-11,OR,54581.0
2020-04-18,OR,37209.0
2020-04-25,OR,49300.0
2020-05-02,OR,48120.0
2020-05-09,OR,33936.0
2020-05-16,OR,23539.0
2020-05-23,OR,28452.0
2020-05-30,OR,20565.0
2020-06-06,OR,24508.0
2020-06-13,OR,24645.0
2020-06-20,OR,16274.0
2020-06-27,OR,11195.0
2020-07-04,OR,10343.0
2020-07-11,OR,11713.0
2020-07-18,OR,10152.0
2020-07-25,OR,9417.0
2020-08-01,OR,7275.0
2020-08-08,OR,6505.0
2020-08-15,OR,5233.0
2020-08-22,OR,5152.0
2020-08-29,OR,5114.0
2020-09-05,OR,5228.0
2020-09-12,OR,4804.0
2020-09-19,OR,8055.0
2020-09-26,OR,5738.0
2020-10-03,OR,4408.0
2020-10-10,OR,4773.0
2020-10-17,OR,4767.0
2020-10-24,OR,4529.0
2020-10-31,OR,4020.0
2020-11-07,OR,4445.0
2020-11-14,OR,5788.0
2020-11-21,OR,9910.0
2020-11-28,OR,15371.0
2020-12-05,OR,15753.0
2020-12-12,OR,10464.0
2020-12-19,OR,10261.0
2020-12-26,OR,11018.0
2021-01-02,OR,12810.0
2021-01-09,OR,12896.0
2021-01-16,OR,10523.0
2021-01-23,OR,8915.0
2021-01-30,OR,9276.0
2021-02-06,OR,8847.0
2021-02-13,OR,7684.0
2021-02-20,OR,7446.0
2021-02-27,OR,8165.0
2021-03-06,OR,7115.0
2021-03-13,OR,6839.0
2021-03-20,OR,7912.0
2021-03-27,OR,9790.0
2021-04-03,OR,9485.0
2021-04-10,OR,8379.0
2021-04-17,OR,7326.0
2021-04-24,OR,11390.0
2021-05-01,OR,10993.0
2021-05-08,OR,9714.0
2021-05-15,OR,9235.0
2021-05-22,OR,8354.0
2021-05-29,OR,6532.0
2021-06-05,OR,6162.0
2021-06-12,OR,5650.0
2021-06-19,OR,5212.0
2021-06-26,OR,6049.0
2021-07-03,OR,6995.0
2021-07-10,OR,5613.0
2021-07-17,OR,4727.0
2021-07-24,OR,4316.0
2021-07-31,OR,4419.0
2021-08-07,OR,6021.0
2021-08-14,OR,5616.0
2021-08-21,OR,6993.0
2021-08-28,OR,5307.0
2021-09-04,OR,5112.0
2021-09-11,OR,4523.0
2021-09-18,OR,7936.0
2021-09-25,OR,6207.0
2021-10-02,OR,4390.0
2021-10-09,OR,4478.0
2021-10-16,OR,4179.0
2021-10-23,OR,4409.0
2021-10-30,OR,4380.0
2021-11-06,OR,4546.0
2021-11-13,OR,4210.0
2021-11-20,OR,4419.0
2021-11-27,OR,3582.0
2021-12-04,OR,6027.0
2021-12-11,OR,4045.0
2021-12-18,OR,4575.0
2021-12-25,OR,4895.0
2022-01-01,OR,7336.0
2022-01-08,OR,9471.0
2022-01-15,OR,5386.0
2022-01-22,OR,5037.0
2022-01-29,OR,4596.0
2022-02-05,OR,4277.0
2022-02-12,OR,3822.0
2022-02-19,OR,3425.0
2022-02-26,OR,3330.0
2022-03-05,OR,3859.0
2022-03-12,OR,3321.0
2022-03-19,OR,3151.0
2022-03-26,OR,3505.0
2022-04-02,OR,3607.0
2022-04-09,OR,3406.0
2022-04-16,OR,3544.0
2022-04-23,OR,3732.0
2022-04-30,OR,3198.0
2022-05-07,OR,3295.0
2022-05-14,OR,3110.0
2022-05-21,OR,3093.0
2022-05-28,OR,2997.0
2022-06-04,OR,3159.0
2022-06-11,OR,3357.0
2022-06-18,OR,3337.0
2022-06-25,OR,3671.0
2022-07-02,OR,4261.0
2022-07-09,OR,4032.0
2022-07-16,OR,3835.0
2022-07-23,OR,3167.0
2022-07-30,OR,3332.0
2022-08-06,OR,3431.0
2022-08-13,OR,3385.0
2022-08-20,OR,3176.0
2022-08-27,OR,3298.0
2022-09-03,OR,3079.0
2022-09-10,OR,2652.0
2022-09-17,OR,3519.0
2022-09-24,OR,3041.0
2022-10-01,OR,3243.0
2022-10-08,OR,3831.0
2022-10-15,OR,2998.0
2022-10-22,OR,3100.0
2022-10-29,OR,4641.0
2022-11-05,OR,3365.0
2022-11-12,OR,3843.0
2022-11-19,OR,5629.0
2022-11-26,OR,4506.0
2022-12-03,OR,5947.0
2022-12-10,OR,4584.0
2022-12-17,OR,4712.0
2022-12-24,OR,6369.0
2022-12-31,OR,7208.0
2023-01-07,OR,5683.0
2023-01-14,OR,5726.0
2023-01-21,OR,4597.0
2023-01-28,OR,5398.0
2023-02-04,OR,4706.0
2023-02-11,OR,4781.0
2023-02-18,OR,4247.0
2023-02-25,OR,4406.0
2023-03-04,OR,5682.0
2023-03-11,OR,4549.0
2023-03-18,OR,4211.0
2020-02-29,PA,12045.0
2020-03-07,PA,12227.0
2020-03-14,PA,15439.0
2020-03-21,PA,363000.0
2020-03-28,PA,374056.0
2020-04-04,PA,239077.0
2020-04-11,PA,172733.0
2020-04-18,PA,124633.0
2020-04-25,PA,82414.0
2020-05-02,PA,58240.0
2020-05-09,PA,50299.0
2020-05-16,PA,41673.0
2020-05-23,PA,55374.0
2020-05-30,PA,42266.0
2020-06-06,PA,45049.0
2020-06-13,PA,44341.0
2020-06-20,PA,42577.0
2020-06-27,PA,45261.0
2020-07-04,PA,44086.0
2020-07-11,PA,44798.0
2020-07-18,PA,37986.0
2020-07-25,PA,35808.0
2020-08-01,PA,29371.0
2020-08-08,PA,27094.0
2020-08-15,PA,25584.0
2020-08-22,PA,27510.0
2020-08-29,PA,24883.0
2020-09-05,PA,22626.0
2020-09-12,PA,21747.0
2020-09-19,PA,22762.0
2020-09-26,PA,22955.0
2020-10-03,PA,19844.0
2020-10-10,PA,20251.0
2020-10-17,PA,19223.0
2020-10-24,PA,19974.0
2020-10-31,PA,23742.0
2020-11-07,PA,23051.0
2020-11-14,PA,22756.0
2020-11-21,PA,26983.0
2020-11-28,PA,23878.0
2020-12-05,PA,40833.0
2020-12-12,PA,39258.0
2020-12-19,PA,47305.0
2020-12-26,PA,38279.0
2021-01-02,PA,38647.0
2021-01-09,PA,41424.0
2021-01-16,PA,32921.0
2021-01-23,PA,26580.0
2021-01-30,PA,30424.0
2021-02-06,PA,31730.0
2021-02-13,PA,28417.0
2021-02-20,PA,25051.0
2021-02-27,PA,24106.0
2021-03-06,PA,20837.0
2021-03-13,PA,19938.0
2021-03-20,PA,19748.0
2021-03-27,PA,21571.0
2021-04-03,PA,23360.0
2021-04-10,PA,22454.0
2021-04-17,PA,22356.0
2021-04-24,PA,24287.0
2021-05-01,PA,21960.0
2021-05-08,PA,24116.0
2021-05-15,PA,22906.0
2021-05-22,PA,24253.0
2021-05-29,PA,31317.0
2021-06-05,PA,7684.0
2021-06-12,PA,28939.0
2021-06-19,PA,42955.0
2021-06-26,PA,26640.0
2021-07-03,PA,31936.0
2021-07-10,PA,36255.0
2021-07-17,PA,38591.0
2021-07-24,PA,16772.0
2021-07-31,PA,10810.0
2021-08-07,PA,9631.0
2021-08-14,PA,9425.0
2021-08-21,PA,9097.0
2021-08-28,PA,10377.0
2021-09-04,PA,9755.0
2021-09-11,PA,9912.0
2021-09-18,PA,11139.0
2021-09-25,PA,11588.0
2021-10-02,PA,13473.0
2021-10-09,PA,14588.0
2021-10-16,PA,10596.0
2021-10-23,PA,9309.0
2021-10-30,PA,8280.0
